Phase,ConfigID,ProblemTag,Folder,FolderExists,ExpectedRuns,FoundRuns,MissingRuns,ExtraRuns,PrefixMismatch,MetricChecked,MetricMissing,Status
B,B02,DTLZ1_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B02_DTLZ1_M3,True,30,30,0,0,0,30,0,OK
B,B02,DTLZ2_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B02_DTLZ2_M3,True,30,30,0,0,0,30,0,OK
B,B02,DTLZ4_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B02_DTLZ4_M3,True,30,30,0,0,0,30,0,OK
B,B02,DTLZ7_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B02_DTLZ7_M3,True,30,30,0,0,0,30,0,OK
B,B02,WFG2_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B02_WFG2_M3,True,30,30,0,0,0,30,0,OK
B,B02,WFG5_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B02_WFG5_M3,True,30,30,0,0,0,30,0,OK
B,B02,MaF1_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B02_MaF1_M3,True,30,30,0,0,0,30,0,OK
B,B02,MaF5_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B02_MaF5_M3,True,30,30,0,0,0,30,0,OK
B,B03,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B03_ZDT1_M2,True,30,30,0,0,0,30,0,OK
B,B03,ZDT6_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B03_ZDT6_M2,True,30,30,0,0,0,30,0,OK
B,B03,WFG4_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B03_WFG4_M2,True,30,30,0,0,0,30,0,OK
B,B03,WFG9_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B03_WFG9_M2,True,30,30,0,0,0,30,0,OK
B,B03,DTLZ1_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B03_DTLZ1_M3,True,30,30,0,0,0,30,0,OK
B,B03,DTLZ2_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B03_DTLZ2_M3,True,30,30,0,0,0,30,0,OK
B,B03,DTLZ4_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B03_DTLZ4_M3,True,30,30,0,0,0,30,0,OK
B,B03,DTLZ7_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B03_DTLZ7_M3,True,30,30,0,0,0,30,0,OK
B,B03,WFG2_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B03_WFG2_M3,True,30,30,0,0,0,30,0,OK
B,B03,WFG5_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B03_WFG5_M3,True,30,30,0,0,0,30,0,OK
B,B03,MaF1_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B03_MaF1_M3,True,30,30,0,0,0,30,0,OK
B,B03,MaF5_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B03_MaF5_M3,True,30,30,0,0,0,30,0,OK
B,B04,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B04_ZDT1_M2,True,30,30,0,0,0,30,0,OK
B,B04,ZDT6_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B04_ZDT6_M2,True,30,30,0,0,0,30,0,OK
B,B04,WFG4_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B04_WFG4_M2,True,30,30,0,0,0,30,0,OK
B,B04,WFG9_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B04_WFG9_M2,True,30,30,0,0,0,30,0,OK
B,B04,DTLZ1_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B04_DTLZ1_M3,True,30,30,0,0,0,30,0,OK
B,B04,DTLZ2_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B04_DTLZ2_M3,True,30,30,0,0,0,30,0,OK
B,B04,DTLZ4_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B04_DTLZ4_M3,True,30,30,0,0,0,30,0,OK
B,B04,DTLZ7_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B04_DTLZ7_M3,True,30,30,0,0,0,30,0,OK
B,B04,WFG2_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B04_WFG2_M3,True,30,30,0,0,0,30,0,OK
B,B04,WFG5_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B04_WFG5_M3,True,30,30,0,0,0,30,0,OK
B,B04,MaF1_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B04_MaF1_M3,True,30,30,0,0,0,30,0,OK
B,B04,MaF5_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B04_MaF5_M3,True,30,30,0,0,0,30,0,OK
B,B05,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B05_ZDT1_M2,True,30,30,0,0,0,30,0,OK
B,B05,ZDT6_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B05_ZDT6_M2,True,30,30,0,0,0,30,0,OK
B,B05,WFG4_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B05_WFG4_M2,True,30,30,0,0,0,30,0,OK
B,B05,WFG9_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B05_WFG9_M2,True,30,30,0,0,0,30,0,OK
B,B05,DTLZ1_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B05_DTLZ1_M3,True,30,30,0,0,0,30,0,OK
B,B05,DTLZ2_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B05_DTLZ2_M3,True,30,30,0,0,0,30,0,OK
B,B05,DTLZ4_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B05_DTLZ4_M3,True,30,30,0,0,0,30,0,OK
B,B05,DTLZ7_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B05_DTLZ7_M3,True,30,30,0,0,0,30,0,OK
B,B05,WFG2_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B05_WFG2_M3,True,30,30,0,0,0,30,0,OK
B,B05,WFG5_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B05_WFG5_M3,True,30,30,0,0,0,30,0,OK
B,B05,MaF1_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B05_MaF1_M3,True,30,30,0,0,0,30,0,OK
B,B05,MaF5_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseB/IVFSPEA2V2_B05_MaF5_M3,True,30,30,0,0,0,30,0,OK
