Phase,ConfigID,ProblemTag,Folder,FolderExists,ExpectedRuns,FoundRuns,MissingRuns,ExtraRuns,PrefixMismatch,MetricChecked,MetricMissing,Status
C,C03,DTLZ7_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C03_DTLZ7_M3,True,30,30,0,0,0,30,0,OK
C,C03,WFG2_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C03_WFG2_M3,True,30,30,0,0,0,30,0,OK
C,C03,WFG5_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C03_WFG5_M3,True,30,30,0,0,0,30,0,OK
C,C03,MaF1_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C03_MaF1_M3,True,30,30,0,0,0,30,0,OK
C,C03,MaF5_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C03_MaF5_M3,True,30,30,0,0,0,30,0,OK
C,C04,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C04_ZDT1_M2,True,30,30,0,0,0,30,0,OK
C,C04,ZDT6_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C04_ZDT6_M2,True,30,30,0,0,0,30,0,OK
C,C04,WFG4_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C04_WFG4_M2,True,30,30,0,0,0,30,0,OK
C,C04,WFG9_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C04_WFG9_M2,True,30,30,0,0,0,30,0,OK
C,C04,DTLZ1_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C04_DTLZ1_M3,True,30,30,0,0,0,30,0,OK
C,C04,DTLZ2_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C04_DTLZ2_M3,True,30,30,0,0,0,30,0,OK
C,C04,DTLZ4_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C04_DTLZ4_M3,True,30,30,0,0,0,30,0,OK
C,C04,DTLZ7_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C04_DTLZ7_M3,True,30,30,0,0,0,30,0,OK
C,C04,WFG2_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C04_WFG2_M3,True,30,30,0,0,0,30,0,OK
C,C04,WFG5_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C04_WFG5_M3,True,30,30,0,0,0,30,0,OK
C,C04,MaF1_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C04_MaF1_M3,True,30,30,0,0,0,30,0,OK
C,C04,MaF5_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C04_MaF5_M3,True,30,30,0,0,0,30,0,OK
C,C05,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C05_ZDT1_M2,True,30,30,0,0,0,30,0,OK
C,C05,ZDT6_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C05_ZDT6_M2,True,30,30,0,0,0,30,0,OK
C,C05,WFG4_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C05_WFG4_M2,True,30,30,0,0,0,30,0,OK
C,C05,WFG9_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C05_WFG9_M2,True,30,30,0,0,0,30,0,OK
C,C05,DTLZ1_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C05_DTLZ1_M3,True,30,30,0,0,0,30,0,OK
C,C05,DTLZ2_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C05_DTLZ2_M3,True,30,30,0,0,0,30,0,OK
C,C05,DTLZ4_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C05_DTLZ4_M3,True,30,30,0,0,0,30,0,OK
C,C05,DTLZ7_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C05_DTLZ7_M3,True,30,30,0,0,0,30,0,OK
C,C05,WFG2_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C05_WFG2_M3,True,30,30,0,0,0,30,0,OK
C,C05,WFG5_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C05_WFG5_M3,True,30,30,0,0,0,30,0,OK
C,C05,MaF1_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C05_MaF1_M3,True,30,30,0,0,0,30,0,OK
C,C05,MaF5_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C05_MaF5_M3,True,30,30,0,0,0,30,0,OK
C,C06,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C06_ZDT1_M2,True,30,30,0,0,0,30,0,OK
C,C06,ZDT6_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C06_ZDT6_M2,True,30,30,0,0,0,30,0,OK
C,C06,WFG4_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C06_WFG4_M2,True,30,30,0,0,0,30,0,OK
C,C06,WFG9_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C06_WFG9_M2,True,30,30,0,0,0,30,0,OK
C,C06,DTLZ1_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C06_DTLZ1_M3,True,30,30,0,0,0,30,0,OK
C,C06,DTLZ2_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C06_DTLZ2_M3,True,30,30,0,0,0,30,0,OK
C,C06,DTLZ4_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C06_DTLZ4_M3,True,30,30,0,0,0,30,0,OK
C,C06,DTLZ7_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C06_DTLZ7_M3,True,30,30,0,0,0,30,0,OK
C,C06,WFG2_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C06_WFG2_M3,True,30,30,0,0,0,30,0,OK
C,C06,WFG5_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C06_WFG5_M3,True,30,30,0,0,0,30,0,OK
C,C06,MaF1_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C06_MaF1_M3,True,30,30,0,0,0,30,0,OK
C,C06,MaF5_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C06_MaF5_M3,True,30,30,0,0,0,30,0,OK
C,C07,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C07_ZDT1_M2,True,30,30,0,0,0,30,0,OK
C,C07,ZDT6_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C07_ZDT6_M2,True,30,30,0,0,0,30,0,OK
C,C07,WFG4_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C07_WFG4_M2,True,30,30,0,0,0,30,0,OK
C,C07,WFG9_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C07_WFG9_M2,True,30,30,0,0,0,30,0,OK
C,C07,DTLZ1_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C07_DTLZ1_M3,True,30,30,0,0,0,30,0,OK
C,C07,DTLZ2_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C07_DTLZ2_M3,True,30,30,0,0,0,30,0,OK
C,C07,DTLZ4_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C07_DTLZ4_M3,True,30,30,0,0,0,30,0,OK
C,C07,DTLZ7_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C07_DTLZ7_M3,True,30,30,0,0,0,30,0,OK
C,C07,WFG2_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C07_WFG2_M3,True,30,30,0,0,0,30,0,OK
C,C07,WFG5_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C07_WFG5_M3,True,30,30,0,0,0,30,0,OK
C,C07,MaF1_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C07_MaF1_M3,True,30,30,0,0,0,30,0,OK
C,C07,MaF5_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C07_MaF5_M3,True,30,30,0,0,0,30,0,OK
C,C08,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C08_ZDT1_M2,True,30,30,0,0,0,30,0,OK
C,C08,ZDT6_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C08_ZDT6_M2,True,30,30,0,0,0,30,0,OK
C,C08,WFG4_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C08_WFG4_M2,True,30,30,0,0,0,30,0,OK
C,C08,WFG9_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C08_WFG9_M2,True,30,30,0,0,0,30,0,OK
C,C08,DTLZ1_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C08_DTLZ1_M3,True,30,30,0,0,0,30,0,OK
C,C08,DTLZ2_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C08_DTLZ2_M3,True,30,30,0,0,0,30,0,OK
C,C08,DTLZ4_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C08_DTLZ4_M3,True,30,30,0,0,0,30,0,OK
C,C08,DTLZ7_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C08_DTLZ7_M3,True,30,30,0,0,0,30,0,OK
C,C08,WFG2_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C08_WFG2_M3,True,30,30,0,0,0,30,0,OK
C,C08,WFG5_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C08_WFG5_M3,True,30,30,0,0,0,30,0,OK
C,C08,MaF1_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C08_MaF1_M3,True,30,30,0,0,0,30,0,OK
C,C08,MaF5_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C08_MaF5_M3,True,30,30,0,0,0,30,0,OK
C,C09,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C09_ZDT1_M2,True,30,30,0,0,0,30,0,OK
C,C09,ZDT6_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C09_ZDT6_M2,True,30,30,0,0,0,30,0,OK
C,C09,WFG4_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C09_WFG4_M2,True,30,30,0,0,0,30,0,OK
C,C09,WFG9_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C09_WFG9_M2,True,30,30,0,0,0,30,0,OK
C,C09,DTLZ1_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C09_DTLZ1_M3,True,30,30,0,0,0,30,0,OK
C,C09,DTLZ2_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C09_DTLZ2_M3,True,30,30,0,0,0,30,0,OK
C,C09,DTLZ4_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C09_DTLZ4_M3,True,30,30,0,0,0,30,0,OK
C,C09,DTLZ7_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C09_DTLZ7_M3,True,30,30,0,0,0,30,0,OK
C,C09,WFG2_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C09_WFG2_M3,True,30,30,0,0,0,30,0,OK
C,C09,WFG5_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C09_WFG5_M3,True,30,30,0,0,0,30,0,OK
C,C09,MaF1_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C09_MaF1_M3,True,30,30,0,0,0,30,0,OK
C,C09,MaF5_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C09_MaF5_M3,True,30,30,0,0,0,30,0,OK
C,C10,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C10_ZDT1_M2,True,30,30,0,0,0,30,0,OK
C,C10,ZDT6_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C10_ZDT6_M2,True,30,30,0,0,0,30,0,OK
C,C10,WFG4_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C10_WFG4_M2,True,30,30,0,0,0,30,0,OK
C,C10,WFG9_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C10_WFG9_M2,True,30,30,0,0,0,30,0,OK
C,C10,DTLZ1_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C10_DTLZ1_M3,True,30,30,0,0,0,30,0,OK
C,C10,DTLZ2_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C10_DTLZ2_M3,True,30,30,0,0,0,30,0,OK
C,C10,DTLZ4_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C10_DTLZ4_M3,True,30,30,0,0,0,30,0,OK
C,C10,DTLZ7_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C10_DTLZ7_M3,True,30,30,0,0,0,30,0,OK
C,C10,WFG2_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C10_WFG2_M3,True,30,30,0,0,0,30,0,OK
C,C10,WFG5_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C10_WFG5_M3,True,30,30,0,0,0,30,0,OK
C,C10,MaF1_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C10_MaF1_M3,True,30,30,0,0,0,30,0,OK
C,C10,MaF5_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C10_MaF5_M3,True,30,30,0,0,0,30,0,OK
C,C11,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C11_ZDT1_M2,True,30,30,0,0,0,30,0,OK
C,C11,ZDT6_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C11_ZDT6_M2,True,30,30,0,0,0,30,0,OK
C,C11,WFG4_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C11_WFG4_M2,True,30,30,0,0,0,30,0,OK
C,C11,WFG9_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C11_WFG9_M2,True,30,30,0,0,0,30,0,OK
C,C11,DTLZ1_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C11_DTLZ1_M3,True,30,30,0,0,0,30,0,OK
C,C11,DTLZ2_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C11_DTLZ2_M3,True,30,30,0,0,0,30,0,OK
C,C11,DTLZ4_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C11_DTLZ4_M3,True,30,30,0,0,0,30,0,OK
C,C11,DTLZ7_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C11_DTLZ7_M3,True,30,30,0,0,0,30,0,OK
C,C11,WFG2_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C11_WFG2_M3,True,30,30,0,0,0,30,0,OK
C,C11,WFG5_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C11_WFG5_M3,True,30,30,0,0,0,30,0,OK
C,C11,MaF1_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C11_MaF1_M3,True,30,30,0,0,0,30,0,OK
C,C11,MaF5_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C11_MaF5_M3,True,30,30,0,0,0,30,0,OK
C,C12,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C12_ZDT1_M2,True,30,30,0,0,0,30,0,OK
C,C12,ZDT6_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C12_ZDT6_M2,True,30,30,0,0,0,30,0,OK
C,C12,WFG4_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C12_WFG4_M2,True,30,30,0,0,0,30,0,OK
C,C12,WFG9_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C12_WFG9_M2,True,30,30,0,0,0,30,0,OK
C,C12,DTLZ1_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C12_DTLZ1_M3,True,30,30,0,0,0,30,0,OK
C,C12,DTLZ2_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C12_DTLZ2_M3,True,30,30,0,0,0,30,0,OK
C,C12,DTLZ4_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C12_DTLZ4_M3,True,30,30,0,0,0,30,0,OK
C,C12,DTLZ7_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C12_DTLZ7_M3,True,30,30,0,0,0,30,0,OK
C,C12,WFG2_M3,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseC/IVFSPEA2V2_C12_WFG2_M3,True,30,30,0,0,0,30,0,OK
