Phase,ConfigID,ProblemTag,ExpectedRuns,FoundRuns,MissingRuns,ExtraRuns,Status
A,A10,DTLZ4_M3,30,30,0,0,OK
A,A10,DTLZ7_M3,30,30,0,0,OK
A,A10,WFG2_M3,30,30,0,0,OK
A,A10,WFG5_M3,30,30,0,0,OK
A,A10,MaF1_M3,30,30,0,0,OK
A,A10,MaF5_M3,30,30,0,0,OK
A,A13,ZDT1_M2,30,30,0,0,OK
A,A13,ZDT6_M2,30,30,0,0,OK
A,A13,WFG4_M2,30,30,0,0,OK
A,A13,WFG9_M2,30,30,0,0,OK
A,A13,DTLZ1_M3,30,30,0,0,OK
A,A13,DTLZ2_M3,30,30,0,0,OK
A,A13,DTLZ4_M3,30,30,0,0,OK
A,A13,DTLZ7_M3,30,30,0,0,OK
A,A13,WFG2_M3,30,30,0,0,OK
A,A13,WFG5_M3,30,30,0,0,OK
A,A13,MaF1_M3,30,30,0,0,OK
A,A13,MaF5_M3,30,30,0,0,OK
A,A16,ZDT1_M2,30,30,0,0,OK
A,A16,ZDT6_M2,30,30,0,0,OK
A,A16,WFG4_M2,30,30,0,0,OK
A,A16,WFG9_M2,30,30,0,0,OK
A,A16,DTLZ1_M3,30,30,0,0,OK
A,A16,DTLZ2_M3,30,30,0,0,OK
A,A16,DTLZ4_M3,30,30,0,0,OK
A,A16,DTLZ7_M3,30,30,0,0,OK
A,A16,WFG2_M3,30,30,0,0,OK
A,A16,WFG5_M3,30,30,0,0,OK
A,A16,MaF1_M3,30,30,0,0,OK
A,A16,MaF5_M3,30,30,0,0,OK
A,A19,ZDT1_M2,30,30,0,0,OK
A,A19,ZDT6_M2,30,30,0,0,OK
A,A19,WFG4_M2,30,30,0,0,OK
A,A19,WFG9_M2,30,30,0,0,OK
A,A19,DTLZ1_M3,30,30,0,0,OK
A,A19,DTLZ2_M3,30,30,0,0,OK
A,A19,DTLZ4_M3,30,30,0,0,OK
A,A19,DTLZ7_M3,30,30,0,0,OK
A,A19,WFG2_M3,30,30,0,0,OK
A,A19,WFG5_M3,30,30,0,0,OK
A,A19,MaF1_M3,30,30,0,0,OK
A,A19,MaF5_M3,30,30,0,0,OK
A,A22,ZDT1_M2,30,30,0,0,OK
A,A22,ZDT6_M2,30,30,0,0,OK
A,A22,WFG4_M2,30,30,0,0,OK
A,A22,WFG9_M2,30,30,0,0,OK
A,A22,DTLZ1_M3,30,30,0,0,OK
A,A22,DTLZ2_M3,30,30,0,0,OK
A,A22,DTLZ4_M3,30,30,0,0,OK
A,A22,DTLZ7_M3,30,30,0,0,OK
A,A22,WFG2_M3,30,30,0,0,OK
A,A22,WFG5_M3,30,30,0,0,OK
A,A22,MaF1_M3,30,30,0,0,OK
A,A22,MaF5_M3,30,30,0,0,OK
A,A25,ZDT1_M2,30,30,0,0,OK
A,A25,ZDT6_M2,30,30,0,0,OK
A,A25,WFG4_M2,30,30,0,0,OK
A,A25,WFG9_M2,30,30,0,0,OK
A,A25,DTLZ1_M3,30,30,0,0,OK
A,A25,DTLZ2_M3,30,30,0,0,OK
A,A25,DTLZ4_M3,30,30,0,0,OK
A,A25,DTLZ7_M3,30,30,0,0,OK
A,A25,WFG2_M3,30,30,0,0,OK
A,A25,WFG5_M3,30,30,0,0,OK
A,A25,MaF1_M3,30,30,0,0,OK
A,A25,MaF5_M3,30,30,0,0,OK
A,A28,ZDT1_M2,30,30,0,0,OK
A,A28,ZDT6_M2,30,30,0,0,OK
A,A28,WFG4_M2,30,30,0,0,OK
A,A28,WFG9_M2,30,30,0,0,OK
A,A28,DTLZ1_M3,30,30,0,0,OK
A,A28,DTLZ2_M3,30,30,0,0,OK
A,A28,DTLZ4_M3,30,30,0,0,OK
A,A28,DTLZ7_M3,30,30,0,0,OK
A,A28,WFG2_M3,30,30,0,0,OK
A,A28,WFG5_M3,30,30,0,0,OK
A,A28,MaF1_M3,30,30,0,0,OK
A,A28,MaF5_M3,30,30,0,0,OK
A,A31,ZDT1_M2,30,30,0,0,OK
A,A31,ZDT6_M2,30,30,0,0,OK
A,A31,WFG4_M2,30,30,0,0,OK
A,A31,WFG9_M2,30,30,0,0,OK
A,A31,DTLZ1_M3,30,30,0,0,OK
A,A31,DTLZ2_M3,30,30,0,0,OK
A,A31,DTLZ4_M3,30,30,0,0,OK
A,A31,DTLZ7_M3,30,30,0,0,OK
A,A31,WFG2_M3,30,30,0,0,OK
A,A31,WFG5_M3,30,30,0,0,OK
A,A31,MaF1_M3,30,30,0,0,OK
A,A31,MaF5_M3,30,30,0,0,OK
A,A34,ZDT1_M2,30,30,0,0,OK
A,A34,ZDT6_M2,30,30,0,0,OK
A,A34,WFG4_M2,30,30,0,0,OK
A,A34,WFG9_M2,30,30,0,0,OK
A,A34,DTLZ1_M3,30,30,0,0,OK
A,A34,DTLZ2_M3,30,30,0,0,OK
A,A34,DTLZ4_M3,30,30,0,0,OK
A,A34,DTLZ7_M3,30,30,0,0,OK
A,A34,WFG2_M3,30,30,0,0,OK
A,A34,WFG5_M3,30,30,0,0,OK
A,A34,MaF1_M3,30,30,0,0,OK
A,A34,MaF5_M3,30,30,0,0,OK
A,A37,ZDT1_M2,30,30,0,0,OK
A,A37,ZDT6_M2,30,30,0,0,OK
A,A37,WFG4_M2,30,30,0,0,OK
A,A37,WFG9_M2,30,30,0,0,OK
A,A37,DTLZ1_M3,30,30,0,0,OK
A,A37,DTLZ2_M3,30,30,0,0,OK
A,A37,DTLZ4_M3,30,30,0,0,OK
A,A37,DTLZ7_M3,30,30,0,0,OK
A,A37,WFG2_M3,30,30,0,0,OK
A,A37,WFG5_M3,30,30,0,0,OK
A,A37,MaF1_M3,30,30,0,0,OK
A,A37,MaF5_M3,30,30,0,0,OK
A,A40,ZDT1_M2,30,30,0,0,OK
A,A40,ZDT6_M2,30,30,0,0,OK
A,A40,WFG4_M2,30,30,0,0,OK
A,A40,WFG9_M2,30,30,0,0,OK
A,A40,DTLZ1_M3,30,30,0,0,OK
A,A40,DTLZ2_M3,30,30,0,0,OK
A,A40,DTLZ4_M3,30,30,0,0,OK
A,A40,DTLZ7_M3,30,30,0,0,OK
A,A40,WFG2_M3,30,30,0,0,OK
A,A40,WFG5_M3,30,30,0,0,OK
A,A40,MaF1_M3,30,30,0,0,OK
A,A40,MaF5_M3,30,30,0,0,OK
A,A43,ZDT1_M2,30,30,0,0,OK
A,A43,ZDT6_M2,30,30,0,0,OK
A,A43,WFG4_M2,30,30,0,0,OK
A,A43,WFG9_M2,30,30,0,0,OK
A,A43,DTLZ1_M3,30,30,0,0,OK
A,A43,DTLZ2_M3,30,30,0,0,OK
A,A43,DTLZ4_M3,30,30,0,0,OK
A,A43,DTLZ7_M3,30,30,0,0,OK
A,A43,WFG2_M3,30,30,0,0,OK
A,A43,WFG5_M3,30,30,0,0,OK
A,A43,MaF1_M3,30,30,0,0,OK
A,A43,MaF5_M3,30,30,0,0,OK
A,A46,ZDT1_M2,30,30,0,0,OK
A,A46,ZDT6_M2,30,30,0,0,OK
A,A46,WFG4_M2,30,30,0,0,OK
A,A46,WFG9_M2,30,30,0,0,OK
A,A46,DTLZ1_M3,30,30,0,0,OK
A,A46,DTLZ2_M3,30,30,0,0,OK
A,A46,DTLZ4_M3,30,30,0,0,OK
A,A46,DTLZ7_M3,30,30,0,0,OK
A,A46,WFG2_M3,30,30,0,0,OK
A,A46,WFG5_M3,30,30,0,0,OK
A,A46,MaF1_M3,30,30,0,0,OK
A,A46,MaF5_M3,30,30,0,0,OK
