Phase,ConfigID,ProblemTag,ExpectedRuns,FoundRuns,MissingRuns,ExtraRuns,Status
C,C28,ZDT6_M2,30,30,0,0,OK
C,C28,WFG4_M2,30,30,0,0,OK
C,C28,WFG9_M2,30,30,0,0,OK
C,C28,DTLZ1_M3,30,30,0,0,OK
C,C28,DTLZ2_M3,30,30,0,0,OK
C,C28,DTLZ4_M3,30,30,0,0,OK
C,C28,DTLZ7_M3,30,30,0,0,OK
C,C28,WFG2_M3,30,30,0,0,OK
C,C28,WFG5_M3,30,30,0,0,OK
C,C28,MaF1_M3,30,30,0,0,OK
C,C28,MaF5_M3,30,30,0,0,OK
C,C31,ZDT1_M2,30,30,0,0,OK
C,C31,ZDT6_M2,30,30,0,0,OK
C,C31,WFG4_M2,30,30,0,0,OK
C,C31,WFG9_M2,30,30,0,0,OK
C,C31,DTLZ1_M3,30,30,0,0,OK
C,C31,DTLZ2_M3,30,30,0,0,OK
C,C31,DTLZ4_M3,30,30,0,0,OK
C,C31,DTLZ7_M3,30,30,0,0,OK
C,C31,WFG2_M3,30,30,0,0,OK
C,C31,WFG5_M3,30,30,0,0,OK
C,C31,MaF1_M3,30,30,0,0,OK
C,C31,MaF5_M3,30,30,0,0,OK
C,C34,ZDT1_M2,30,30,0,0,OK
C,C34,ZDT6_M2,30,30,0,0,OK
C,C34,WFG4_M2,30,30,0,0,OK
C,C34,WFG9_M2,30,30,0,0,OK
C,C34,DTLZ1_M3,30,30,0,0,OK
C,C34,DTLZ2_M3,30,30,0,0,OK
C,C34,DTLZ4_M3,30,30,0,0,OK
C,C34,DTLZ7_M3,30,30,0,0,OK
C,C34,WFG2_M3,30,30,0,0,OK
C,C34,WFG5_M3,30,30,0,0,OK
C,C34,MaF1_M3,30,30,0,0,OK
C,C34,MaF5_M3,30,30,0,0,OK
