Phase,ConfigID,ProblemTag,Folder,FolderExists,ExpectedRuns,FoundRuns,MissingRuns,ExtraRuns,PrefixMismatch,MetricChecked,MetricMissing,Status
A,A14,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A14_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A15,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A15_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A16,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A16_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A17,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A17_ZDT1_M2,True,1,1,0,0,0,1,0,OK
A,A18,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A18_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A19,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A19_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A20,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A20_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A21,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A21_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A22,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A22_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A23,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A23_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A24,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A24_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A25,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A25_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A26,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A26_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A27,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A27_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A28,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A28_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A29,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A29_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A30,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A30_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A31,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A31_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A32,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A32_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A33,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A33_ZDT1_M2,True,1,1,0,0,0,1,0,OK
A,A34,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A34_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A35,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A35_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A36,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A36_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A37,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A37_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A38,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A38_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A39,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A39_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A40,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A40_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A41,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A41_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A42,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A42_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A43,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A43_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A44,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A44_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A45,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A45_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A46,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A46_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A47,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A47_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
A,A48,ZDT1_M2,/home/pedro/desenvolvimento/ivfspea2/data/tuning_ivfspea2v2/phaseA/IVFSPEA2V2_A48_ZDT1_M2,False,1,0,1,0,0,0,0,MISSING_FOLDER
