problem,M,group,median_ivf,iqr_ivf,median_base,iqr_base,pval,A12,n_runs,significant,sign
ZDT1,2,ZDT,0.7203052690849581,2.2901046015100235e-07,0.7203053020813104,5.344528511974644e-07,0.3598779272288084,0.4944444444444444,30,False,=
ZDT2,2,ZDT,0.4450337815902556,5.4308866848096216e-09,0.4450337483016913,2.4039335133618778e-08,0.00018860027194023132,0.8422222222222222,30,True,+
ZDT3,2,ZDT,0.5987946727571245,0.00015625554271625486,0.5988029262461949,0.00014861909949570595,0.5561132747679949,0.46777777777777785,30,False,=
ZDT4,2,ZDT,0.7202474577521819,0.000160921062157926,0.7201357290845001,0.00019369374842148623,0.12413446232676506,0.6877777777777777,30,False,=
ZDT6,2,ZDT,0.3889558328131574,9.90649677290456e-08,0.38895584845053877,2.5207552378780917e-08,0.03272089920938015,0.3522222222222222,30,False,=
DTLZ1,3,DTLZ,0.8416944493697881,0.00015472014390083277,0.8416605960761334,0.00016793890706912062,0.21293285302817822,0.6077777777777779,30,False,=
DTLZ2,3,DTLZ,0.5596174752916512,8.683627705785568e-08,0.5596163119758173,3.413565488830095e-06,0.01283373311161995,0.668888888888889,30,True,+
DTLZ3,3,DTLZ,0.5585349415255345,0.0019310990621613788,0.5564411100450095,0.003896458444991091,0.004031794145703316,0.7177777777777777,30,True,+
DTLZ4,3,DTLZ,0.5595843020953473,9.779136249110643e-05,0.5595440676141654,0.16357940965369827,0.07324407435953617,0.6133333333333333,30,False,=
DTLZ5,3,DTLZ,0.193935815895589,0.001807932188836292,0.19375424082389026,0.0015816975909387632,0.9032264724373817,0.5011111111111112,30,False,=
DTLZ6,3,DTLZ,0.19117154951378104,0.0024854000394646525,0.19120780002120574,0.0017071970907518164,0.685047073289752,0.5144444444444445,30,False,=
DTLZ7,3,DTLZ,0.2685312912923976,0.0020562122502356672,0.268631099818202,0.003711655192205565,0.8871948085725307,0.4988888888888888,30,False,=
MaF1,3,MaF,0.20553657259759106,0.002181480551032483,0.2061166416772425,0.0019617863236914557,0.23665234446525574,0.39111111111111113,30,False,=
MaF2,3,MaF,0.23766449266645864,0.0016300442299667095,0.2378329103043074,0.0016223736037142,0.8871948085725307,0.5122222222222222,30,False,=
MaF3,3,MaF,0.9581228679193102,0.0004060929843019423,0.9574562117510261,0.000981489840905514,1.3966113328933716e-05,0.8366666666666667,30,True,+
MaF4,3,MaF,0.5181857165715358,0.004592665557476172,0.5144105932914036,0.0058561838391847365,0.005382779985666275,0.7344444444444443,30,True,+
MaF5,3,MaF,0.5595956297651419,0.21862507856071411,0.5596037264296225,0.00025559094733929033,0.2621222734451294,0.43888888888888894,30,False,=
MaF6,3,MaF,0.19274410990183635,0.0010247232160712771,0.19257299972161265,0.0012354614919780071,0.6263462882488966,0.5522222222222223,30,False,=
MaF7,3,MaF,0.2685845299319771,0.002759143817525178,0.26902508341316234,0.002202222463436654,0.5425279382616282,0.4444444444444444,30,False,=
WFG1,3,WFG,0.9429145978030158,0.00127572175662638,0.9434269145742704,0.0011265016470560774,0.01453801617026329,0.3155555555555555,30,True,-
WFG2,3,WFG,0.9312861772616066,0.00077566623948222,0.9313651804750902,0.0007720018390917627,0.24494642950594425,0.43777777777777777,30,False,=
WFG3,3,WFG,0.387030040461538,0.008679771793552615,0.386887071799089,0.00922110838105894,0.3492113798856735,0.45333333333333337,30,False,=
WFG4,3,WFG,0.5589054395850545,0.00015874214765054795,0.5589971317610377,0.00025742175925458355,0.07672121562063694,0.31111111111111106,30,False,=
WFG5,3,WFG,0.5184351902797271,4.862443395736715e-05,0.5184368267165629,1.7917445002013643e-05,0.685047073289752,0.44,30,False,=
WFG6,3,WFG,0.5151779524770288,0.012887099737014629,0.5054230308341574,0.011887179917208224,1.6838312149047852e-06,0.7933333333333332,30,True,+
WFG7,3,WFG,0.5585400499589875,0.00024133628774281046,0.5585790315842232,0.0001611403113436216,0.5561132747679949,0.4422222222222222,30,False,=
WFG8,3,WFG,0.47369777673148994,0.001783598282389276,0.47342609003187053,0.002933010125396762,0.40449450351297855,0.5344444444444445,30,False,=
WFG9,3,WFG,0.5388331757732249,0.0017621378030340251,0.5371137060956107,0.003224963345262677,0.017453668639063835,0.6900000000000001,30,True,+
