instance,corr_obj_mean,conflict_degree,skewness_mean,kurtosis_mean,cv_mean,cv_max,prop_nondominated,dom_depth_mean,dom_depth_std,n_nondominated,front_n_clusters,front_connectivity,front_diameter,front_gap_ratio,front_curvature_var,autocorr_mean,autocorr_min,info_content,neutrality_ratio,fdc_mean,n_obj,n_var,M,D,n_runs_spea2,n_runs_ivf,median_igd_spea2,median_igd_ivf,delta_igd,delta_pct,wilcoxon_p,a12,label,label_binary
DTLZ3_M3,-0.25516564109141,0.8830436520768,0.435424778267171,2.47361842259141,0.689525787809345,0.769040225807694,0.0292,118.6782,154.224352116592,58.4,5.0,1.0,9.6,4.86084203294773,0.0128584758043095,0.982790363097745,0.976795393625908,1.99732504273264,0.0,0.372631734757934,3,12,M3,D12,60,120,0.0532882754632287,0.053104989331086,0.0001832861321427,0.3439520805457101,0.0047940743147762,0.6291666666666667,HELPS,HELPS
DTLZ4_M2,-0.0367898162002861,0.514248325653689,3.91135770194932,41.2978777516551,3.37468981129628,6.60910496667229,0.0067,487.393,433.356506747533,13.4,1.4,1.0,3.2,7.29285274325008,0.214767281867154,0.685100132012546,0.375807961781708,1.99725132257892,0.0032032032032032,0.396906549917985,2,11,M2,D11,60,120,0.0041647535450868,0.004132508405041,3.224514004585011e-05,0.7742388522338765,0.0375127019121451,0.5952777777777778,HELPS,HELPS
DTLZ4_M3,-0.0252314589077212,0.763186167664877,5.28422032002772,54.9219502231307,4.47922714815919,6.67850791293436,0.0258,237.1854,285.18612588071,51.6,3.2,0.942578325629173,13.6,42.6859623514559,0.0136090004819946,0.456871679085391,0.188594838084017,1.99897742797132,0.003003003003003,0.394904225147238,3,12,M3,D12,60,120,0.0549836185510664,0.540822015070239,-0.4858383965191726,-883.6057162515541,0.3829822259690753,0.54,NEUTRAL,NOT_HELPS
DTLZ5_M2,-0.81944260166065,0.802297186295822,-0.278325545719797,2.01578789841229,0.503978050414677,0.504978290784834,0.0102,196.4473,200.855859741639,20.4,2.4,1.0,5.6,3.90412776547908,0.231731196093052,0.992199217803759,0.988384117085198,1.99785056245296,0.0,0.514903237825809,2,11,M2,D11,60,120,0.0041740627226965,0.004130768983174,4.3293739522499465e-05,1.0372086477543667,7.39229576656543e-07,0.7266666666666667,HELPS,HELPS
DTLZ5_M3,-0.274769825992456,0.895221835731891,0.038035635083545,2.27639990669279,0.540003560980814,0.55910079480875,0.0326,102.5691,126.004577858399,65.2,5.8,0.971428571428572,10.0,3.82612664188387,0.0118117584681872,0.990291296052811,0.984496626975122,1.99876390464967,0.0,0.44003544150886,3,12,M3,D12,60,120,0.0044071630883601,0.0042938634270194,0.0001132996613407,2.5708070944773405,3.0526947580533357e-11,0.8041666666666667,HELPS,HELPS
DTLZ6_M2,-0.982754376888594,0.940317494650368,-0.487082819198762,1.93422939119572,0.484395293094347,0.484778481944386,0.0227,57.9445,54.6513792741625,45.4,5.2,1.0,14.4,3.91569040482487,0.19799844049337,0.9843542988391,0.980471046899483,1.99881154448778,0.0,0.421444153411038,2,11,M2,D11,60,120,0.004093124659048,0.0040601254230496,3.2999235998349905e-05,0.8062113604432717,2.2969261528162672e-08,0.7558333333333334,HELPS,HELPS
DTLZ6_M3,-0.410650988862747,0.987078079231693,0.0805978250958631,1.95100587067411,0.614562706335019,0.682385765718715,0.2057,12.2804,24.3604228467245,411.4,32.6,0.989994266055046,23.8,3.26253114315915,0.0067608702404746,0.975082979934117,0.94556507195569,1.99794607568515,0.0,0.346078956319739,3,12,M3,D12,60,120,0.004082885816618,0.0040656714938705,1.7214322747450064e-05,0.4216214589539832,0.0036310389159404,0.6331944444444444,HELPS,HELPS
DTLZ7_M2,-0.343341248135312,0.617329802856917,-0.0320404529092046,2.36762632736804,0.340543892904685,0.577495630251062,0.0065,384.8798,353.155623835734,13.0,1.2,1.0,3.0,7.60985856802751,0.184194917847458,0.990885622681134,0.988553731610444,1.99668813614966,0.0,0.445508890877223,2,21,M2,D21,60,120,0.0047742966295135,0.004756154243853,1.8142385660550008e-05,0.3800012246494731,0.1366414281113052,0.5681944444444444,NEUTRAL,NOT_HELPS
DTLZ7_M3,-0.156527946031987,0.827991282904607,-0.0197127999686821,2.18807971215372,0.419804619934272,0.577501180379681,0.0253,171.2981,209.186269307866,50.6,4.6,1.0,7.6,4.15859128820377,0.0069008215717735,0.992253827792586,0.987970044590143,2.01255138853335,0.0,0.393484934271234,3,22,M3,D22,60,120,0.0605878528959872,0.0598838332707186,0.0007040196252686,1.1619814725522777,0.0004491482133271,0.6606944444444445,HELPS,HELPS
WFG1_M2,-0.599278272419568,0.716961904218866,1.8406117638885,26.0074174428367,0.0397510386703019,0.0587013753390551,0.0212,281.5219,316.866679146796,42.4,3.8,1.0,12.8,13.7366473735503,0.157540319310832,0.789559400029569,0.766402140694268,2.00200454152863,0.0146146146146146,0.144002129250532,2,11,M2,D11,60,120,0.0292511404250795,0.0146436849164096,0.0146074555086698,49.938071802990734,3.0526947580533357e-11,0.8041666666666667,HELPS,HELPS
WFG1_M3,-0.128093620923405,0.813309553424296,2.10330884737458,27.6971625173712,0.0422035375985474,0.087063682188773,0.0306,189.0932,228.244946601554,61.2,4.0,1.0,9.4,9.48279884620903,0.0087720441725088,0.799180442538342,0.705353913974732,1.99743998992606,0.0,0.193677212119303,3,12,M3,D12,60,120,0.1526768295201435,0.1508713407082695,0.0018054888118739,1.1825558714760778,0.0100309353024861,0.6179166666666667,HELPS,HELPS
WFG2_M2,-0.498400390300098,0.676539692384487,-0.26476888548596,2.54347082099853,0.385652872208761,0.486355216043288,0.0086,325.7708,385.947038534989,17.2,1.2,1.0,4.4,4.93323798664829,0.173158263622556,0.986969111054891,0.982178258920323,1.99856880415601,0.0002002002002002,0.0704139477534869,2,11,M2,D11,60,120,0.0110770246152068,0.0111958508469625,-0.0001188262317557,-1.0727269811481823,0.001185492037939,0.3515277777777778,HURTS,NOT_HELPS
WFG2_M3,-0.174171157342789,0.83173931833022,0.839377731780178,5.00589344123237,0.483864907271352,0.684820072645725,0.0459,163.3943,221.974279341116,91.8,6.8,0.977011494252874,13.0,6.37347116945202,0.0080679820603186,0.985555931912747,0.97345920333888,1.99904828583949,0.0,0.111567534791884,3,12,M3,D12,60,120,0.1726091068363835,0.180000905534064,-0.0073917986976805,-4.2823920667680655,5.8931332926139346e-15,0.1426388888888889,HURTS,NOT_HELPS
WFG3_M2,-0.973273149318287,0.925326598118492,0.002320033947603,1.8375492603296,0.414820134016881,0.45329404008461,0.0187,74.9947,69.1068009597006,37.4,4.4,1.0,11.8,4.90299860639892,0.154660194757439,0.990883570939876,0.988234058444371,1.99756501560886,0.0,0.0402753150188288,2,11,M2,D11,60,120,0.0120363614340971,0.0121060407205548,-6.967928645774946e-05,-0.5789065644070709,0.1101194019813488,0.4268055555555555,NEUTRAL,NOT_HELPS
WFG3_M3,-0.369666037216509,0.972188851112906,0.441720688433386,2.52282376882138,0.424885033728266,0.487487210959728,0.1011,26.9669,37.5571653401654,202.2,16.2,1.0,21.4,3.95416074398944,0.0061867240786125,0.990686149744451,0.986030867983122,1.99834229644315,0.0,0.0631597645899411,3,12,M3,D12,60,120,0.0962122599848586,0.0892144435092519,0.0069978164756067,7.273310570511524,2.1795597118799808e-08,0.75625,HELPS,HELPS
WFG4_M2,-0.937747229236807,0.891961136808158,-0.497870368219371,2.557042421778,0.367197165596349,0.450612531080511,0.018,105.6074,127.886091091118,36.0,4.2,1.0,11.4,5.78235631246166,0.199275109543377,0.734459172475901,0.724305225479539,1.96771951187158,0.0,0.0661948135987034,2,11,M2,D11,60,120,0.0128909247586313,0.012697336839768,0.0001935879188632,1.5017380249130667,4.0681551004806236e-08,0.75125,HELPS,HELPS
WFG4_M3,-0.367521370880343,0.965262798614819,0.165530668065817,3.05098741783962,0.472374961810076,0.579410776419561,0.1635,35.223,65.385018278598,327.0,26.2,1.0,23.2,3.96384818923555,0.0064553495245527,0.721777826157297,0.673800501110856,1.96307079974012,0.0,0.073617408204352,3,12,M3,D12,60,120,0.2151413485085325,0.2135854951699115,0.001555853338621,0.7231772736421752,4.327970468649247e-07,0.7313888888888889,HELPS,HELPS
WFG5_M2,-0.960096460224115,0.907806770012611,-0.470106426112111,1.95459500741641,0.357284957370495,0.407763500519251,0.0158,91.2932,89.8911305409155,31.6,3.4,1.0,9.6,4.25123914989418,0.155940332307086,0.910295706034738,0.871513679101656,1.99792804760942,0.0004004004004004,-0.0144617512654378,2,11,M2,D11,60,120,0.0636528201456833,0.0634962941610437,0.0001565259846395,0.2459058126274866,1.124401811207499e-12,0.8256944444444444,HELPS,HELPS
WFG5_M3,-0.421845089661272,0.986315358037431,0.0731674627326089,1.93269471374274,0.449319594354397,0.520172812501931,0.1737,14.2042,24.0473819658327,347.4,30.6,1.0,22.2,2.73312645878429,0.0063212032074276,0.874497254307042,0.811488426956638,1.99776514462058,0.0,-0.0224962089240522,3,12,M3,D12,60,120,0.2227786222164874,0.2210787003298689,0.0016999218866184,0.7630543136076032,7.380194365893289e-08,0.7463888888888889,HELPS,HELPS
WFG6_M2,-0.956891553722888,0.90344168575513,-0.487258384165714,1.96017572050235,0.356827725712566,0.388292444002174,0.0146,95.2795,87.0842620199305,29.2,2.6,1.0,9.0,3.51967736944988,0.181426956395934,0.989441737706545,0.98667312227809,1.99753965263048,0.0,0.0331352247338062,2,11,M2,D11,60,120,0.0763566150933066,0.0842118358403307,-0.0078552207470241,-10.287544487697875,0.0878409800241874,0.4218055555555555,NEUTRAL,NOT_HELPS
WFG6_M3,-0.410550905637726,0.980035326473058,0.0693888098161089,1.93300384899901,0.448353771015716,0.521358911249689,0.1223,18.8723,30.4507280412564,244.6,20.4,1.0,19.0,3.43217743882241,0.007251166943081,0.99210948134963,0.98628957413463,1.99883372340538,0.0,0.024658892164723,3,12,M3,D12,60,120,0.2389864657664895,0.2392730299505535,-0.0002865641840639,-0.1199081224724974,0.7812768723943294,0.5127777777777778,NEUTRAL,NOT_HELPS
WFG7_M2,-0.890018062404516,0.849059330810021,-0.406012374683527,2.02888363226834,0.44920726227925,0.542868654655053,0.0168,152.6884,170.150229760681,33.6,3.2,1.0,10.0,3.19782201975233,0.147664739312163,0.989153814522219,0.984571430364538,1.99936160576774,0.0,0.146852154413039,2,11,M2,D11,60,120,0.0137131375253036,0.0132712012068007,0.0004419363185028,3.2227221355243083,5.787958088012097e-13,0.8298611111111112,HELPS,HELPS
WFG7_M3,-0.310167512341878,0.903237049582915,0.257814147918013,2.51881346925936,0.564098744528398,0.724772557312129,0.1236,100.1096,157.150958008157,247.2,19.8,1.0,18.2,3.42013131139327,0.0074468590161809,0.98660090915173,0.980144863486786,1.99934615725686,0.0012012012012012,0.177473354768339,3,12,M3,D12,60,120,0.217447149359005,0.2151100862458514,0.0023370631131535,1.074772936799933,1.4591741218505584e-05,0.6984722222222223,HELPS,HELPS
WFG8_M2,-0.933417371054343,0.881705685295328,-0.422831121966967,1.91765088490981,0.359951450586934,0.362041762863095,0.0179,120.7097,112.57787758508,35.8,3.6,1.0,11.2,4.47191730384652,0.146434298716955,0.994439025110569,0.993870020635235,1.99899692778296,0.0,0.0304288202572051,2,11,M2,D11,60,120,0.107477321109394,0.107414153404757,6.316770463699051e-05,0.0587730546174446,0.8023205083198682,0.4884722222222222,NEUTRAL,NOT_HELPS
WFG8_M3,-0.395729043332261,0.971185364408122,0.0786735447431369,1.95477208213653,0.459683175788446,0.515698640575166,0.1135,27.5852,45.4193289121411,227.0,17.8,1.0,19.2,3.13682000363099,0.0064910420059831,0.992346112570601,0.989131047445568,1.99797579697516,0.0,0.051101071975268,3,12,M3,D12,60,120,0.295332507038317,0.293278911343697,0.00205359569462,0.695350374807745,0.0033588734654475,0.6343055555555556,HELPS,HELPS
WFG9_M2,-0.871919755379939,0.829724065932876,-0.398629194902118,2.00010049614602,0.373270099387718,0.404509062477823,0.0083,171.6735,154.125175917939,16.6,1.8,1.0,4.2,3.08765730569993,0.17891105410202,0.971931498916306,0.968396924227996,1.99575125634148,0.0,0.22568232167058,2,11,M2,D11,60,120,0.0159188670121477,0.0165514980922634,-0.0006326310801157,-3.9740961441099265,0.0313212277116322,0.4013888888888889,HURTS,NOT_HELPS
WFG9_M3,-0.325807264051816,0.918564772363272,0.216354781503802,2.43193913746909,0.462242964320644,0.569029527681694,0.0604,82.3013,116.323928909798,120.8,9.0,1.0,12.0,3.35783234617512,0.0066959284308232,0.973394313965217,0.960649468439674,1.99820169152841,0.0002002002002002,0.111154607088652,3,12,M3,D12,60,120,0.2166901565586015,0.2123110720584015,0.0043790845002,2.020896827870328,3.758440757600051e-09,0.7698611111111111,HELPS,HELPS
MaF1_M2,-0.918740213885053,0.870958553455389,0.160247854474553,2.0369024180334,0.596270684556566,0.596841080780926,0.0151,129.6786,130.887609440874,30.2,3.8,1.0,9.2,4.28640551361597,0.181362279991833,0.991225796435839,0.98907240033614,1.99863152251674,0.0,0.513358327289582,2,11,M2,D11,60,120,0.0038039315396105,0.0037512575940585,5.2673945552000456e-05,1.3847238049240485,1.1892703665432418e-10,0.7948611111111111,HELPS,HELPS
MaF1_M3,-0.285881317770329,0.904073591005658,-0.272971187288463,2.58410849191402,0.415211087792567,0.597306759168677,0.036,95.4916,125.9348600145,72.0,5.2,1.0,10.0,5.12077924940989,0.012103134635798,0.993031118884076,0.99126514864606,1.99845254426472,0.0,0.589970506992627,3,12,M3,D12,60,120,0.0417234503887379,0.0412800376660796,0.0004434127226582,1.0627422193681684,7.77838814609662e-10,0.7815277777777778,HELPS,HELPS
MaF2_M2,-0.966995123948781,0.911830526149587,-0.215246174394787,1.89032143217102,0.233641415283958,0.234297256744887,0.0254,83.2732,84.6089069876505,50.8,6.4,1.0,17.2,3.72272252644296,0.172170007867977,0.991923371550489,0.991238082362863,1.99868285503702,0.0,0.539840900360225,2,11,M2,D11,60,120,0.0021890444626624,0.0021279052141532,6.113924850924962e-05,2.792965129401115,4.427922944003595e-17,0.8845833333333334,HELPS,HELPS
MaF2_M3,-0.444841085710271,0.992714386873365,0.109786041493371,2.12978395399048,0.29841793769281,0.33308070051763,0.2599,8.1146,14.809503974155,519.8,41.8,1.0,28.0,3.68361807124912,0.0053523642322032,0.99368278103139,0.988198985074112,1.99845023938358,0.0,0.542886463421616,3,12,M3,D12,60,120,0.0323303584381476,0.0317532512097229,0.0005771072284247,1.7850319523330649,0.0421953684088146,0.5930555555555556,HELPS,HELPS
MaF3_M2,-0.633568094392024,0.72195608560688,1.79933339152225,8.61828224259136,1.16684180970935,1.47353211697609,0.0079,280.4928,279.003698279517,15.8,1.2,1.0,3.8,21.5047992426041,0.0946077553874601,0.975560897772402,0.965978852214659,2.00316855907851,0.0002002002002002,0.375424949506237,2,11,M2,D11,60,120,0.004202168468432,0.0038530520664877,0.0003491164019443,8.308005844292472,1.0886293174060775e-06,0.7231944444444445,HELPS,HELPS
MaF3_M3,-0.256831516807879,0.882357468590887,3.09227441364254,19.4222914524295,1.77963583756383,2.27700424413932,0.0297,117.8586,151.754442849111,59.4,3.6,1.0,11.6,49.1536188865346,0.0231481664918086,0.972803645497974,0.96595195361539,2.00203289372148,0.0,0.354213141253285,3,12,M3,D12,60,120,0.033261271718658,0.0326085586482021,0.0006527130704559,1.9623815829319688,1.3864396849757324e-11,0.8094444444444444,HELPS,HELPS
MaF4_M2,-0.929419408654852,0.878435833427629,0.737515280626727,2.56789764604336,0.888445344030376,0.89057027175749,0.0114,120.1446,110.123309174607,22.8,2.0,1.0,6.2,13.5191666876241,0.134257045322822,0.984661734849171,0.982124071828625,1.99905460842731,0.0,0.450553464738366,2,11,M2,D11,60,120,0.0126650002713608,0.0125417287404873,0.0001232715308734,0.9733243445102988,0.0003290152487365,0.6644444444444444,HELPS,HELPS
MaF4_M3,-0.323776020444005,0.929715240890013,0.30623638127546,2.33565681366853,0.660313530299707,0.892198358931065,0.0236,70.793,78.7310428477707,47.2,4.0,1.0,8.4,6.66968267335051,0.0127399850697527,0.980449438563724,0.975977732696267,2.00303341041296,0.0,0.464924127731032,3,12,M3,D12,60,120,0.2417467469103484,0.239691328583118,0.0020554183272304,0.8502361886973884,0.0002394897794199,0.6681944444444444,HELPS,HELPS
MaF5_M2,-0.0427397493368105,0.518806163769183,3.96164738457755,43.568962574923,3.39601840580027,6.65357215046343,0.0055,485.4472,434.384568892524,11.0,1.0,1.0,2.4,14.9863770418657,0.309360766950652,0.496247956453121,0.0,1.99878884822051,0.0032032032032032,0.413550425453686,2,11,M2,D11,60,120,0.0128537284724882,0.0127911371946274,6.259127786079934e-05,0.4869503661507079,0.190405474552569,0.56,NEUTRAL,NOT_HELPS
MaF5_M3,-0.0216162134050113,0.757662805166152,5.39151008568781,57.6882815504041,4.50652542337322,6.7189991467658,0.025,239.0032,284.477485000102,50.0,3.4,0.852608695652174,12.4,34.1325050026512,0.0176989362369726,0.519596063666272,0.0,1.99787277905635,0.002002002002002,0.401336570918261,3,12,M3,D12,60,120,0.24704073000052,1.491453329025985,-1.244412599025465,-503.7277047484622,0.2958472357215963,0.4520833333333333,NEUTRAL,NOT_HELPS
MaF6_M2,-0.489778757444689,0.666881630268601,0.22345845100091,2.37227324691066,0.571557992093888,0.574608526194392,0.0068,334.0315,334.071639610542,13.6,1.0,1.0,3.4,6.78109195831997,0.17700232032886,0.992913960652562,0.990795522785792,1.997052971581,0.0,0.488868130767033,2,11,M2,D11,60,120,0.0040891875962685,0.0040562830627846,3.2904533483899684e-05,0.8046716544363387,6.041976591631077e-09,0.76625,HELPS,HELPS
MaF6_M3,-0.0514629466657367,0.762365207762885,0.515962953220159,2.92719866803238,0.611418445987305,0.632777763526071,0.0098,238.0569,254.819740786647,19.6,2.0,1.0,5.2,5.83513766444479,0.0121265493805153,0.990733603101764,0.98650542188329,2.00165934635707,0.0,0.463611768802942,3,12,M3,D12,60,120,0.0040878417810791,0.0040566394562772,3.120232480190079e-05,0.7632958043122618,7.135342708317317e-08,0.7466666666666667,HELPS,HELPS
MaF7_M2,-0.343379175944794,0.614706633790084,-0.0132321365005892,2.36329029793603,0.340696367338936,0.577501396271969,0.0056,384.9235,351.542696284302,11.2,1.2,1.0,2.4,8.60664377499445,0.268391270043974,0.992083901164181,0.991086065774247,2.00489998922299,0.0,0.425590833047708,2,21,M2,D21,60,120,0.0047839910171274,0.0047363145047024,4.767651242499997e-05,0.996584488856918,0.0538034495572604,0.5883333333333334,NEUTRAL,NOT_HELPS
MaF7_M3,-0.155602979700745,0.824316875501286,-0.0137472817717005,2.18116260024472,0.420244164242995,0.577497600393736,0.0239,172.072,206.847338911941,47.8,4.2,1.0,7.0,4.12002862483476,0.0077640612893184,0.99339725911709,0.989730858250173,2.02333230536418,0.0,0.380790542697636,3,22,M3,D22,60,120,0.0601420895437668,0.059704707026827,0.0004373825169397,0.72724862115318,0.0234977389893885,0.60375,HELPS,HELPS
