instance,corr_obj_mean,conflict_degree,skewness_mean,kurtosis_mean,cv_mean,cv_max,prop_nondominated,dom_depth_mean,dom_depth_std,n_nondominated,front_n_clusters,front_connectivity,front_diameter,front_gap_ratio,front_curvature_var,autocorr_mean,autocorr_min,info_content,neutrality_ratio,fdc_mean,n_obj,n_var
DTLZ5_M2,0.00142920418713091,0.00553216425435201,0.035070897823849,0.00390158741576131,0.00160177830879685,0.00166392663095317,0.141224120498901,0.00271106023551537,0.00287726120194734,0.141224120498901,0.372677996249965,0,0.159719141249985,0.317611794392473,0.191311044169111,0.00440626686782282,0.00705684401148852,0.00130724563982306,0,0.119350173954622,0,0
DTLZ5_M3,0.0174248976113809,0.00405418673061689,0.106818455956166,0.010905487354584,0.00131297528313762,0.00436574486830642,0.0903477084357248,0.0372256242882524,0.0342621665588855,0.0903477084357248,0.373784196356531,0.0657667052205821,0.1,0.36505353169769,0.303313940613581,0.0027320575015213,0.00782993882312175,0.000392249753233355,0,0.0329732328954272,0,0
DTLZ6_M2,0.000431886288511959,0.00314905261719937,0.00755770557706442,0.000555508635191994,0.000494457604454407,0.00072967899822118,0.11295930753267,0.0135516515350349,0.0307380743613868,0.11295930753267,0.250738554046256,0,0.159873117128074,0.365869790259172,0.25388884860382,0.00771621363844709,0.00916362585086446,0.000428890622320128,0,0.0719991355862504,0,0
DTLZ6_M3,0.00180245036053079,0.000910433092771899,0.0263445828378721,0.00355197430470226,0.000796325303441558,0.00494441153980598,0.0527136637554644,0.0577398702481329,0.0594077366741595,0.0527136637554644,0.105371558511151,0.01537868667706,0.0351537826274822,0.108647138229208,0.123923200000068,0.0198791824560381,0.0555295104487482,0.000632568696096129,0,0.242620166584084,0,0
DTLZ7_M2,0.0252758213814251,0.0226027575243267,0.908917107623775,0.0149142555586492,0.00285650279894004,1.17595808665357e-05,0.196116135138184,0.00771957684198065,0.0110233157909352,0.196116135138184,0.372677996249965,0,0.333333333333333,0.489837970842249,0.391017271870691,0.00434348716551643,0.00739962768904072,0.000953831994524022,0,0.0407969904599344,0,0
DTLZ7_M3,0.0425189477375574,0.00755415120945482,0.689302035939556,0.015336073129885,0.00087493063649863,7.97124834113267e-06,0.142922408946755,0.0187205099718321,0.0199642300337289,0.142922408946755,0.119070121196775,0,0.117687788289463,0.509392945601623,0.165795184140558,0.00210706207686055,0.00484570866498127,0.0158505525677782,0,0.0790054821654282,0,0
WFG1_M2,0.0171372084434098,0.0134842693348861,0.0103111646651582,0.0618565261285204,0.00431063891674342,0.00362186834903821,0.0827154618714631,0.0161266380880274,0.017966437512046,0.0827154618714631,0.220173691193178,0,0.101862537581291,0.648188921203871,0.127082081638958,0.201646130223331,0.233420890770729,0.00441601760657347,2.23606797749979,0.171560221644332,0,0
WFG1_M3,0.0209045038837706,0.00647795898300258,0.145225389842064,0.199198090657354,0.00304874194289164,0.00322422799890345,0.361587684222207,0.00898178800981578,0.0115889290390227,0.361587684222207,0.353553390593274,0,0.333031400904224,0.414948585042436,0.355960307044424,0.214076398261966,0.364874171303236,0.000893957038969947,0,0.21368088223893,0,0
WFG2_M2,0.00972817613102481,0.0134727771146995,0.0119243555047089,0.00316292584330743,0.000556267214814114,0.00127797631883511,0.176345940559338,0.00640064664486896,0.00610229345409203,0.176345940559338,0.372677996249965,0,0.259130778431622,0.223105946810376,0.3425390212799,0.00583762440747725,0.00920658807036174,0.000491601246151062,2.23606797749979,0.155360322878005,0,0
WFG2_M3,0.0353928141646969,0.00504064833748039,0.0106136499035034,0.0137160314957179,0.00537181431532025,0.0175443617361239,0.1034571683711,0.0184575373800078,0.0146286251096192,0.1034571683711,0.218123484914578,0.0526133641764656,0.172005229038445,0.614736976287455,0.099326668258827,0.00726611517758671,0.0206606649079695,0.000396907614084474,0,0.14222979596506,0,0
WFG3_M2,0.000460646613058561,0.00364270312582746,3.07474495956305,0.00251700298286965,0.00127332582468956,0.00151544648663973,0.201512766646169,0.00904203586359123,0.0123575361986937,0.201512766646169,0.203278907045435,0,0.24267493327587,0.241688852404651,0.298478849799482,0.00398652580849974,0.00629576510753703,0.00132105940480811,0,0.486729338550005,0,0
WFG3_M3,0.00336392120228428,0.00176484189180353,0.0484651447971159,0.022765123188121,0.00259665914563493,0.00133634534603599,0.0414369140764657,0.0274419607399155,0.0358640380778497,0.0414369140764657,0.118736938652292,0,0.0626934946962558,0.243767793991661,0.0466051935035401,0.00315570714754968,0.00507750252836428,0.000495713085651117,0,0.378258141136327,0,0
WFG4_M2,0.00161235997139526,0.00689622703800558,0.00569328207021109,0.00272781217855945,0.000884065076972777,0.00151334368338404,0.15087195126667,0.0127394445072676,0.020212265270873,0.15087195126667,0.199204768222399,0,0.146782460795452,0.766772113339688,0.195159378982115,0.323930083880891,0.337171315095519,0.00952201736474879,0,0.13851507168576,0,0
WFG4_M3,0.00316636285783014,0.00347679850136589,0.0741901918537796,0.00660248162210853,0.00446905258834735,0.00854247816491828,0.0817435254105423,0.0138879844515085,0.0184402626649117,0.0817435254105423,0.169407183367726,0,0.077105792327579,0.104464581806223,0.0593342855021563,0.100776406540442,0.12256176351402,0.0050479213755908,0,0.229474340100725,0,0
WFG5_M2,0.00182266426743296,0.00397584729183545,0.00691722092272884,0.00274792891827346,0.00130592105275587,0.00185031247607868,0.21764239068417,0.0235833996776527,0.0339738578117211,0.21764239068417,0.161094869854461,0,0.261456258291899,0.271997593665801,0.25682907920966,0.167947901681746,0.253529989532787,0.00146876608101789,2.23606797749979,1.15537572150007,0,0
WFG5_M3,0.00356097241368764,0.00200346235483919,0.0923502046587672,0.006629498081015,0.000836479259014348,0.00331899767023702,0.095135181860955,0.0282727263114097,0.0405481792447217,0.095135181860955,0.0677661482134893,0,0.049344374550015,0.0820047548741427,0.111893913984984,0.258924086864209,0.417988403202295,0.000944384788549635,0,1.05692723236028,0,0
WFG6_M2,0.000882287060897023,0.00521997633408613,0.00558505331691632,0.0031809385155876,0.000671165161941438,0.00125438381771251,0.106660352756147,0.0106065927550157,0.0108532657758341,0.106660352756147,0.438529009653515,0,0.136082763487954,0.368047803715695,0.270425127198537,0.0053777605350867,0.00746339821566439,0.00110973889739344,0,0.629017137977707,0,0
WFG6_M3,0.00211172125013109,0.00180343057615816,0.0732023340576154,0.00442961760714132,0.00283576675157014,0.00467321762115823,0.0860780486049684,0.0306527193927768,0.0313407296675828,0.0860780486049684,0.0743419161181525,0,0.0832178331623258,0.129120577755722,0.0450418321643746,0.00281426673206664,0.00738564535287943,0.000700984647297557,0,0.477377682827761,0,0
WFG7_M2,0.00460550514069355,0.00647401834035721,0.0307284205316033,0.0121930507083945,0.00646804278509613,0.00694573331904296,0.176826794970392,0.0217449361711666,0.0192283617711114,0.176826794970392,0.342326598440729,0,0.2,0.550451213832224,0.256973121871512,0.00648733537257641,0.0107868735813149,0.000367080661937585,0,0.739020326869673,0,0
WFG7_M3,0.013286227286856,0.00489544684649553,0.0447679395412774,0.0175798508829099,0.00519336424422409,0.00640533440260144,0.0820310152468387,0.0224481601645662,0.0184869880472002,0.0820310152468387,0.183493960854393,0,0.105688923415777,0.151315210748248,0.179273911451062,0.0154105165136814,0.0243778629068613,0.00026625335386896,2.23606797749979,0.396022873084827,0,0
WFG8_M2,0.0013831749176889,0.00421364010490033,0.0149249241269047,0.00532213239280048,0.00128844511952253,0.00228882200983191,0.141606612912141,0.00807844146280034,0.00967739866120858,0.141606612912141,0.316715395860872,0,0.159719141249985,0.430125742884427,0.145530819570977,0.00192263588848845,0.00207916579110394,0.000512961301595692,0,0.64718279011894,0,0
WFG8_M3,0.00597832811208185,0.0018072843095835,0.108092836516275,0.00718083281150714,0.00350132474929383,0.00860873781300492,0.0571839426684897,0.028202640022601,0.0283865129912983,0.0571839426684897,0.100497437191002,0,0.0855816496101822,0.165221457177103,0.0916556652435541,0.00430717216951161,0.00785216131842936,0.000775489989688132,0,0.225250788921968,0,0
WFG9_M2,0.00641895097771195,0.00700278787267777,0.0263258020992567,0.0190931709319125,0.00552629609784776,0.0139694721220877,0.117431257166373,0.0169465069801873,0.0377201502130645,0.117431257166373,0.248451997499977,0,0.199204768222399,0.440353290364022,0.219578434363106,0.0292097193256654,0.0310977560774458,0.00118734003676589,0,0.177313117850036,0,0
WFG9_M3,0.0191036927278217,0.0054118501812298,0.0629118727300604,0.0220201977148123,0.00181132420119099,0.0069786389602101,0.0518293902069488,0.0462050522544524,0.0343747301035704,0.0518293902069488,0.222222222222222,0,0.058925565098879,0.234362894143968,0.112090742527604,0.0360511614386389,0.0515403430948438,0.00043183072783302,2.23606797749979,0.903247613894865,0,0
MaF1_M2,0.00288526278689122,0.00543449593958374,0.096245863249366,0.00596672996457314,0.00307055819183459,0.00268224804300863,0.0592335888079415,0.0194155301497788,0.0240014196270284,0.0592335888079414,0.39032623616293,0,0.0909413072319647,0.349529375822304,0.360706933954151,0.00203214966091044,0.00212140111954484,0.0007322833748931,0,0.0456556977183415,0,0
MaF1_M3,0.0176379781925036,0.00450884505550088,0.0641017070173388,0.0175300720155438,0.00350620812246169,0.00319783390444496,0.156519828744231,0.0321257819247184,0.0413914610491882,0.156519828744231,0.250738554046256,0,0.14142135623731,0.554837059776397,0.275860794180676,0.00212020663995674,0.0034811441535238,0.000459478525064097,0,0.0545440151653373,0,0
MaF2_M2,0.00121891446295667,0.00341284399425162,0.0223573308682932,0.00503397817769315,0.00255027180593253,0.00284846195494508,0.0828176534171757,0.0166925577158792,0.0200111368190896,0.0828176534171757,0.261456258291899,0,0.104003161744176,0.321328655830493,0.161858639588486,0.00522344600176874,0.00582709975979079,0.000768869198850426,0,0.070142441821414,0,0
MaF2_M3,0.0016701350507385,0.00179038448313977,0.0642079963382223,0.00854999712280051,0.000845171716094231,0.00290371324811736,0.0522343732560068,0.0370291558165538,0.0475727733594649,0.0522343732560068,0.0835610009405406,0,0.0252538136138053,0.272371337928463,0.0852026276999529,0.00303449333654275,0.00727358937978217,0.000930109049223694,0,0.0514311161344896,0,0
MaF3_M2,0.0188768307713806,0.0123613736512131,0.0759467328987033,0.193241504600414,0.0166932274134056,0.0252370643223086,0.225551008622854,0.0186815291437994,0.0127476239637604,0.225551008622854,0.372677996249965,0,0.288275030265877,0.346395814128773,0.192126189904585,0.00877910227906368,0.0156650192963919,0.00429049099446619,2.23606797749979,0.0912915285228419,0,0
MaF3_M3,0.0185828080506548,0.00129785263612166,0.0461729166684919,0.129876908543884,0.0133846920639132,0.0320366269134356,0.101430103241697,0.0204540311148198,0.0157864541106175,0.101430103241697,0.316715395860872,0,0.168048178358775,0.338733233155499,0.225567209338551,0.00761648307921228,0.00781632258344544,0.0042759360609431,0,0.208432975071464,0,0
MaF4_M2,0.0033381711726375,0.00459084626889584,0.0128897716949012,0.0184661332487884,0.003756753526026,0.00297863845304159,0.156302891940399,0.0199315197706245,0.021223691456748,0.156302891940399,0.353553390593274,0,0.210296851780731,0.855308627326721,0.364087954464022,0.00592749793410209,0.00768850544525808,0.000330297561889379,0,0.0774039209853925,0,0
MaF4_M3,0.00313245252835233,0.00512664942300879,0.0564553708459928,0.0111766618402665,0.0017029720456594,0.00307194098406385,0.206717134197466,0.0130686781200529,0.0170425784887049,0.206717134197466,0.176776695296637,0,0.199204768222399,0.160337066682944,0.368441183115466,0.00478495496486868,0.00524004298370434,0.00429057457360681,0,0.0328358138035325,0,0
MaF5_M2,0.577779371746858,0.0162127789100857,0.0209520729698739,0.0379165004755368,0.00643933999261222,0.00673161035795256,0.248964798865985,0.0169725664276645,0.0176089500721035,0.248964798865985,0,0,0.228217732293819,0.94424631957456,0.212363651063304,0.00331042106344827,0,0.00104025027671774,0.513489897661093,0.0327181803485335,0,0
MaF5_M3,0.488243179702292,0.00720371154736033,0.0140814253421781,0.0290438694855489,0.00586889684395932,0.00484850153275803,0.143527000944073,0.0222092399386737,0.0185313893674207,0.143527000944073,0.161094869854461,0.208223279077802,0.330546798901923,0.764700060237486,0.399697532779694,0.329908053255211,0,0.00111912680480286,0.935414346693485,0.0204791314084292,0,0
MaF6_M2,0.0263651703055181,0.0157257599581521,0.142607875896867,0.037256271791177,0.00548322793610862,0.00768268211245347,0.230183468272037,0.0149284701470266,0.0185900971411719,0.230183468272037,0,0,0.446051496708915,0.46052549265842,0.76235728111294,0.00198631745258777,0.00358591625492419,0.00173435215384129,0,0.065909585796083,0,0
MaF6_M3,0.10364186159258,0.00712201886951484,0.0436535778114949,0.0191387944178365,0.00315723179942381,0.00514935606001903,0.335728242374737,0.0139250486330621,0.024402205896526,0.335728242374737,0.353553390593274,0,0.416913142089977,0.405695699446388,0.601676314400873,0.00377707263593605,0.00780431401191809,0.00492638419129032,0,0.0746771336092482,0,0
MaF7_M2,0.044193838984308,0.0162696479315216,2.4321266706961,0.0110577277528109,0.00241707418311979,1.30171681757357e-05,0.213166721184166,0.0131452729073642,0.0180933363823081,0.213166721184166,0.372677996249965,0,0.228217732293819,0.932211035376292,0.324702744989154,0.00552509793180315,0.00614096597493828,0.00639608356355764,0,0.076695284885167,0,0
MaF7_M3,0.0657302443662943,0.00741466162477436,1.17956621341125,0.0154645670337281,0.00103818428477286,6.52263905206643e-06,0.199239639344086,0.0313569895125333,0.0291880179190131,0.199239639344086,0.42591770999996,0,0.142857142857143,0.487527318578318,0.281307747937082,0.00185475856745509,0.00600756013681173,0.02666804036815,0,0.0473533833393322,0,0
