cycle_key,case_id,panel_role,display_label,point_group,point_index,f1,f2,f3
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,67,0.034123932847861,0.999417609013867,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,68,0.0346582546010412,0.999399222227038,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,69,0.0351931000036196,0.999380530985137,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,70,0.0357284693652481,0.999361534419259,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,71,0.0362643629943545,0.999342231658711,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,72,0.0368007811981337,0.999322621831012,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,73,0.0373377242825407,0.999302704061888,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,74,0.037875192552282,0.999282477475277,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,75,0.0384131863108083,0.999261941193324,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,76,0.038951705860306,0.999241094336383,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,77,0.0394907515016895,0.999219936023012,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,78,0.0400303235345932,0.999198465369976,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,79,0.0405704222573635,0.999176681492247,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,80,0.0411110479670505,0.999154583502999,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,81,0.0416522009594001,0.99913217051361,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,82,0.042193881528846,0.999109441633663,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,83,0.0427360899685014,0.999086395970941,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,84,0.0432788265701507,0.999063032631431,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,85,0.0438220916242416,0.999039350719318,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,86,0.0443658854198768,0.999015349336991,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,87,0.0449102082448056,0.998991027585037,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,88,0.0454550603854159,0.998966384562243,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,89,0.0460004421267254,0.998941419365593,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,90,0.046546353752374,0.998916131090273,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,91,0.0470927955446148,0.998890518829663,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,92,0.0476397677843062,0.998864581675343,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,93,0.048187270750903,0.998838318717088,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,94,0.0487353047224486,0.998811729042871,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,95,0.0492838699755658,0.998784811738861,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,96,0.049832966785449,0.998757565889421,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,97,0.0503825954258553,0.99872999057711,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,98,0.0509327561690959,0.998702084882684,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,99,0.0514834492860278,0.998673847885091,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,100,0.0520346750460452,0.998645278661474,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,101,0.0525864337170706,0.998616376287171,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,102,0.0531387255655464,0.998587139835713,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,103,0.053691550856426,0.998557568378825,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,104,0.0542449098531655,0.998527660986426,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,105,0.0547988028177146,0.998497416726626,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,106,0.0553532300105078,0.998466834665731,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,107,0.055908191690456,0.998435913868238,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,108,0.0564636881149374,0.998404653396837,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,109,0.0570197195397888,0.998373052312413,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,110,0.0575762862192965,0.99834110967404,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,111,0.0581333884061877,0.998308824538988,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,112,0.0586910263516216,0.998276195962717,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,113,0.0592492003051801,0.998243222998883,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,114,0.0598079105148591,0.998209904699331,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,115,0.0603671572270597,0.998176240114101,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,116,0.0609269406865786,0.998142228291427,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,117,0.0614872611365996,0.998107868277733,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,118,0.0620481188186842,0.998073159117638,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,119,0.0626095139727628,0.998038099853956,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,120,0.0631714468371251,0.998002689527691,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,121,0.0637339176484115,0.997966927178043,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,122,0.0642969266416034,0.997930811842406,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,123,0.0648604740500144,0.997894342556369,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,124,0.0654245601052807,0.997857518353713,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,125,0.0659891850373523,0.997820338266417,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,126,0.0665543490744833,0.997782801324653,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,127,0.0671200524432224,0.997744906556791,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,128,0.0676862953684045,0.997706652989395,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,129,0.0682530780731401,0.997668039647228,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,130,0.0688204007788069,0.997629065553247,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,131,0.0693882637050397,0.997589729728609,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,132,0.0699566670697215,0.99755003119267,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,133,0.0705256110889735,0.997509968962981,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,134,0.0710950959771459,0.997469542055295,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,135,0.0716651219468085,0.997428749483565,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,136,0.0722356892087406,0.997387590259944,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,137,0.0728067979719221,0.997346063394786,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,138,0.0733784484435233,0.997304167896646,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,139,0.0739506408288958,0.997261902772284,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,140,0.0745233753315623,0.997219267026661,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,141,0.0750966521532072,0.997176259662945,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,142,0.075670471493667,0.997132879682506,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,143,0.0762448335509202,0.997089126084922,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,144,0.0768197385210779,0.997044997867977,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,145,0.0773951865983738,0.997000494027662,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,146,0.0779711779751543,0.99695561355818,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,147,0.0785477128418689,0.996910355451939,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,148,0.0791247913870602,0.996864718699561,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,149,0.0797024137973538,0.996818702289877,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,150,0.0802805802574488,0.996772305209935,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,151,0.0808592909501075,0.996725526444992,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,152,0.0814385460561455,0.996678364978523,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,153,0.0820183457544218,0.996630819792218,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,154,0.0825986902218287,0.996582889865985,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,155,0.0831795796332816,0.996534574177951,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,156,0.0837610141617091,0.996485871704462,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,157,0.0843429939780431,0.996436781420086,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,158,0.084925519251208,0.996387302297612,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,159,0.0855085901481112,0.996337433308055,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,160,0.0860922068336325,0.996287173420653,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,161,0.0866763694706144,0.996236521602874,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,162,0.087261078219851,0.996185476820411,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,163,0.0878463332400786,0.996134038037188,
bimodal_dtlz4_m2__run9008__g0002__c1,bimodal_dtlz4_m2,bimodal_bad,DTLZ4 (M=2),reference_pf,164,0.0884321346879649,0.99608220421536,
