cycle_key,case_id,panel_role,display_label,child_index,parent_distance_obj,mother_mutated,selected_child,selected_child_fitness_after_env,child_pf_distance,best_parent_pf_distance,delta_to_pf,child_outcome,mother_f1,mother_f2,father_f1,father_f2,child_f1,child_f2,mother_f3,father_f3,child_f3
bimodal_dtlz4_m2__run9026__g0244__c1,bimodal_dtlz4_m2,bimodal_good,DTLZ4 (M=2),12,0.8043003286798611,True,False,,0.00045292318303971385,0.00024196653344432144,0.00021095664959539241,harmful,0.5129274410610551,0.8584329385274184,0.9791713501415186,0.2030585142782713,0.5131015522412041,0.8587243301747371,,,
bimodal_dtlz4_m3__run9005__g0012__c1,bimodal_dtlz4_m3,bimodal_bad,DTLZ4 (M=3),1,0.7936054029465558,False,False,,0.09639840707986348,0.02232179043302176,0.07407661664684173,harmful,0.711424516304165,0.8164227557017834,1.0178901735509116,0.08437881131436828,1.0924064413223136,0.09131961910452549,0.0,0.0,0.0
bimodal_dtlz4_m3__run9005__g0012__c1,bimodal_dtlz4_m3,bimodal_bad,DTLZ4 (M=3),2,1.118610756480779,False,True,2.47408356341411,0.03436276692594198,0.021873637034024025,0.012489129891917954,harmful,0.9434650959367918,0.42090469972493916,6.257171259410315e-17,1.0218736151136478,0.9442476691120025,0.4212538262890732,0.0,0.0,0.0
bimodal_dtlz4_m3__run9005__g0012__c1,bimodal_dtlz4_m3,bimodal_bad,DTLZ4 (M=3),3,1.3841785920283443,False,False,,0.022945866680408548,0.017904394985997493,0.005041471694411055,harmful,1.0179043770247322,0.0,0.07766243691381361,1.015822557677287,1.022945843689938,2.1902026106509893e-165,0.0,0.0,0.0
bimodal_dtlz4_m3__run9005__g0012__c1,bimodal_dtlz4_m3,bimodal_bad,DTLZ4 (M=3),4,1.087357258270462,False,True,0.4744917215064229,0.020015591548359076,0.017904394985997493,0.0021111965623615836,harmful,0.43634667137332456,0.9187689819050961,1.0179043770247322,0.0,0.436300164960727,0.9186710582765742,3.651101371388328e-139,0.0,2.139175257497105e-137
bimodal_dtlz4_m3__run9005__g0012__c1,bimodal_dtlz4_m3,bimodal_bad,DTLZ4 (M=3),5,0.7894283520440127,False,True,3.458647952372939,0.057037925071770114,0.017904394985997493,0.039133530085772625,harmful,0.7517243381874972,0.7431993742835994,1.0179043770247322,0.0,6.472490208212126e-17,1.0570378680152557,0.0,0.0,0.0
bimodal_dtlz4_m3__run9005__g0012__c1,bimodal_dtlz4_m3,bimodal_bad,DTLZ4 (M=3),6,0.9741406400332124,False,True,0.4792390612944894,0.025189297458208647,0.017904394985997493,0.007284902472211155,harmful,0.5558870715751953,0.8576071338494486,1.0179043770247322,0.0,0.9237413377569736,0.435129076646376,0.0,0.0,0.0
bimodal_dtlz4_m3__run9005__g0012__c1,bimodal_dtlz4_m3,bimodal_bad,DTLZ4 (M=3),7,1.3234861727197265,False,True,4.492765387842868,0.028496179839561122,0.019815857008091693,0.008680322831469429,harmful,1.0178901735509116,0.08437881131436828,0.07766243691381361,1.015822557677287,0.19297498781134353,1.0098043876017095,0.0,0.0,0.0
bimodal_dtlz4_m3__run9005__g0012__c1,bimodal_dtlz4_m3,bimodal_bad,DTLZ4 (M=3),8,1.3841785920283443,False,False,,0.02203498776579492,0.017904394985997493,0.004130592779797427,harmful,0.07766243691381361,1.015822557677287,1.0179043770247322,0.0,1.0220349656844026,0.0,0.0,0.0,0.0
bimodal_dtlz4_m3__run9005__g0012__c1,bimodal_dtlz4_m3,bimodal_bad,DTLZ4 (M=3),9,1.262854687996156,True,True,2.476948660618226,0.020975046778052293,0.019815857008091693,0.0011591897699606002,harmful,1.0060231757843017,0.15969855876257963,0.07766243691381361,1.015822557677287,0.07775526295639008,1.017036719783657,0.0,0.0,0.0
bimodal_dtlz4_m3__run9005__g0012__c1,bimodal_dtlz4_m3,bimodal_bad,DTLZ4 (M=3),10,1.0903319240725529,True,False,,0.030368042858912113,0.02232179043302176,0.008046252425890354,harmful,0.3666370826479194,0.9588461441753817,1.0178901735509116,0.08437881131436828,1.026158410614943,0.08506421336780746,0.0,0.0,0.0
bimodal_dtlz4_m3__run9005__g0012__c1,bimodal_dtlz4_m3,bimodal_bad,DTLZ4 (M=3),11,1.4423435811316054,True,False,,0.055909568586203585,0.017904394985997493,0.038005173600206096,harmful,6.257171259410315e-17,1.0218736151136478,1.0179043770247322,0.0,1.055909512657693,0.0,0.0,0.0,0.0
bimodal_dtlz4_m3__run9005__g0012__c1,bimodal_dtlz4_m3,bimodal_bad,DTLZ4 (M=3),12,0.7784124021687636,True,True,1.4772604000756995,0.06959709480123573,0.017904394985997493,0.05169269981523823,harmful,0.7732016536202735,0.7389495551176589,1.0179043770247322,0.0,0.7609415881621053,0.7506583462755257,0.0,0.0,0.0
bimodal_dtlz4_m3__run9012__g0398__c1,bimodal_dtlz4_m3,bimodal_good,DTLZ4 (M=3),1,1.2671045551293834,False,False,,0.008272812507881113,0.009153614720142643,-0.0008808022122615295,beneficial,0.3436374003322875,0.0002268842302509072,0.599461050518595,0.8114463825622485,0.20459744458156737,0.2761968063233862,0.9391651288037522,0.0,0.9393960439954182
bimodal_dtlz4_m3__run9012__g0398__c1,bimodal_dtlz4_m3,bimodal_good,DTLZ4 (M=3),2,1.291066559808777,False,False,,0.0007009366000606144,0.009455636899289717,-0.008754700299229102,beneficial,0.4831382505334735,3.4301891427034796e-10,0.34653605641204743,0.9387829402035633,1.0007009344738116,1.6512893806154756e-09,0.875716446256707,0.0,3.66126256784621e-249
bimodal_dtlz4_m3__run9012__g0398__c1,bimodal_dtlz4_m3,bimodal_good,DTLZ4 (M=3),3,1.1736785187873353,False,False,,0.007448003918986594,0.011280770000378396,-0.0038327660813918018,beneficial,0.9303369150997031,2.7107291635298676e-06,0.34653605641204743,0.9387829402035633,0.7476950997187521,0.6747556874041282,0.3941947533978382,0.0,2.733803063171508e-179
bimodal_dtlz4_m3__run9012__g0398__c1,bimodal_dtlz4_m3,bimodal_good,DTLZ4 (M=3),4,0.8436825527448838,False,True,0.43841140868094575,0.014027210714997827,0.014437105178399582,-0.0004098944634017554,beneficial,0.7325267907226231,0.5108755822497167,2.933456941308573e-17,0.47906987440802684,2.929130514981884e-17,0.4783633153691756,0.465632003999131,0.8829965300772671,0.8816942374203319
bimodal_dtlz4_m3__run9012__g0398__c1,bimodal_dtlz4_m3,bimodal_good,DTLZ4 (M=3),5,0.9662161948858033,False,False,,0.0166672615206111,0.012026422463328352,0.004640839057282747,harmful,0.6370477919285977,0.34365846021966523,0.34653605641204743,0.9387829402035633,0.6397381597367578,0.33407335639168934,0.7035648656027798,0.0,0.7015065396784479
bimodal_dtlz4_m3__run9012__g0398__c1,bimodal_dtlz4_m3,bimodal_good,DTLZ4 (M=3),6,1.245235592458232,False,True,0.434792058839071,0.012018265810542111,0.012026422463328352,-8.156652786240476e-06,beneficial,0.40403682499414484,0.1137853647743732,0.34653605641204743,0.9387829402035633,0.34648770245469124,0.9386519469940044,0.9309588298486832,0.0,0.0
bimodal_dtlz4_m3__run9012__g0398__c1,bimodal_dtlz4_m3,bimodal_good,DTLZ4 (M=3),7,1.230398688727072,False,False,,0.009154082164159355,0.009153614720142643,4.674440167128091e-07,harmful,0.7070661016741259,0.7071705687634068,0.3436374003322875,0.0002268842302509072,0.34363566575582166,0.00024762502079976557,0.0,0.9391651288037522,0.9391604273241732
bimodal_dtlz4_m3__run9012__g0398__c1,bimodal_dtlz4_m3,bimodal_good,DTLZ4 (M=3),8,1.2033771772193846,False,False,,0.003596702579145384,0.009153614720142643,-0.005556912140997259,beneficial,0.8139367097066513,0.5875122076408759,0.3436374003322875,0.0002268842302509072,1.0035639864355523,0.00048498682869446664,0.0,0.9391651288037522,0.0
bimodal_dtlz4_m3__run9012__g0398__c1,bimodal_dtlz4_m3,bimodal_good,DTLZ4 (M=3),9,0.8560990953001447,True,False,,0.006245934421279452,0.012026422463328352,-0.005780488042048899,beneficial,0.6145666805667537,0.4574883814985983,0.34653605641204743,0.9387829402035633,0.806635655570268,0.6012092290993019,0.6553020626016356,0.0,3.0724168797751125e-264
bimodal_dtlz4_m3__run9012__g0398__c1,bimodal_dtlz4_m3,bimodal_good,DTLZ4 (M=3),10,1.424184897818355,True,True,0.4255499510510297,0.0048597752565656275,0.009510686432948676,-0.0046509111763830486,beneficial,2.933456941308573e-17,0.47906987440802684,1.0095106768161215,1.3117306898176732e-10,3.76762067636455e-33,6.15299150577573e-17,0.8829965300772671,0.0,1.0048597701900144
bimodal_dtlz4_m3__run9012__g0398__c1,bimodal_dtlz4_m3,bimodal_good,DTLZ4 (M=3),11,0.9468535199737299,True,False,,0.007956302691524583,0.014437105178399582,-0.0064808024868749994,beneficial,0.8107179845351099,0.4506327385435615,2.933456941308573e-17,0.47906987440802684,0.42165422816064024,0.2273510942536034,0.394673617301512,0.8829965300772671,0.8829443270067705
bimodal_dtlz4_m3__run9012__g0398__c1,bimodal_dtlz4_m3,bimodal_good,DTLZ4 (M=3),12,0.7476921559005593,True,False,,0.016661670899178818,0.012026422463328352,0.004635248435850467,harmful,0.615166535103497,0.542750645901419,0.34653605641204743,0.9387829402035633,0.717244611582205,0.6328123426611078,0.5744907725829969,0.0,0.2963811283998364
negative_wfg2_m2__run9003__g0002__c1,negative_wfg2_m2,negative,WFG2 (M=2),1,4.322453334669038,False,True,0.4098196987310341,0.26220319976744555,0.19758793307641445,0.0646152666910311,harmful,2.687643013098677,0.695827315583121,0.3662213603481274,4.342003989927412,2.467620772406191,0.4676207724061913,,,
negative_wfg2_m2__run9003__g0002__c1,negative_wfg2_m2,negative,WFG2 (M=2),2,4.215339189253928,False,True,79.48854619536938,0.24105573945611605,0.19194212027161772,0.04911361918449833,harmful,2.493321248199634,0.6964787448321331,0.35661136329707777,4.3301484255020295,0.4450545000900616,4.418591562295013,,,
negative_wfg2_m2__run9003__g0002__c1,negative_wfg2_m2,negative,WFG2 (M=2),3,3.1173504269947725,False,True,0.4145376761674574,0.23054452740050757,0.18850743959363234,0.042037087806875234,harmful,0.749208064933591,3.1372088171958272,2.687643013098677,0.695827315583121,2.3990791638304083,0.5125395114654494,,,
negative_wfg2_m2__run9003__g0002__c1,negative_wfg2_m2,negative,WFG2 (M=2),4,2.47316213039508,False,True,62.48809606373725,0.2381367304833107,0.10999480945915954,0.12814192102415115,harmful,1.2635374400130137,2.029275544486442,0.35661136329707777,4.3301484255020295,0.4331621761855858,4.4331621761855855,,,
negative_wfg2_m2__run9003__g0002__c1,negative_wfg2_m2,negative,WFG2 (M=2),5,2.445403832275473,False,True,30.48391901671659,0.2282647290879237,0.11910967109194953,0.10915505799597416,harmful,1.237691685968432,2.0571540223210465,0.3662213603481274,4.342003989927412,0.4216704494319845,4.396737608269962,,,
negative_wfg2_m2__run9003__g0002__c1,negative_wfg2_m2,negative,WFG2 (M=2),6,3.3697216397211514,False,True,89.48224137179515,0.25746704894073974,0.14724191983618806,0.11022512910455168,harmful,1.9670706109400675,1.3701746180357914,0.35661136329707777,4.3301484255020295,0.4745468035059212,4.448083865710872,,,
negative_wfg2_m2__run9003__g0002__c1,negative_wfg2_m2,negative,WFG2 (M=2),7,2.9564593922323223,False,True,61.44363978848961,0.2975470899934067,0.2127203787966148,0.08482671119679189,harmful,0.9655115439537657,3.098932669266039,2.687643013098677,0.695827315583121,1.0921261896788277,3.3352206361408756,,,
negative_wfg2_m2__run9003__g0002__c1,negative_wfg2_m2,negative,WFG2 (M=2),8,3.3417758456759303,False,True,90.4299673806783,0.3281871064505455,0.15078964655948174,0.17739745989106376,harmful,1.9461466672824708,1.3906172859957402,0.35661136329707777,4.3301484255020295,1.9047245602356464,2.1026134833701557,,,
negative_wfg2_m2__run9003__g0002__c1,negative_wfg2_m2,negative,WFG2 (M=2),9,2.930408020314435,True,True,32.423137751063194,0.322965045678065,0.223909688520522,0.09905535715754299,harmful,1.0064590346712756,3.096017223944995,2.687643013098677,0.695827315583121,2.579860068316557,0.588044370801001,,,
negative_wfg2_m2__run9003__g0002__c1,negative_wfg2_m2,negative,WFG2 (M=2),10,2.7778331509724903,True,True,40.44663775130303,0.28854312926753595,0.23781433241987104,0.0507287968476649,harmful,1.0608634009982332,3.0764832680700374,2.493321248199634,0.6964787448321331,2.5010624919274824,0.7042199885599815,,,
negative_wfg2_m2__run9003__g0002__c1,negative_wfg2_m2,negative,WFG2 (M=2),11,4.001847695208222,True,False,,0.7810960796256134,0.19194212027161772,0.5891539593539957,harmful,2.362265499717717,0.8671820004984401,0.35661136329707777,4.3301484255020295,2.0910672692759134,4.270927078362056,,,
negative_wfg2_m2__run9003__g0002__c1,negative_wfg2_m2,negative,WFG2 (M=2),12,2.7144097398725777,True,False,,0.393876521600838,0.19758793307641445,0.19628858852442357,harmful,1.71317295248102,1.9853662060569714,0.3662213603481274,4.342003989927412,1.594559619101583,3.044151171299226,,,
negative_wfg2_m3__run9008__g0105__c1,negative_wfg2_m3,negative,WFG2 (M=3),1,6.99555543468366,False,False,,0.60962596229101,0.053046756822646986,0.5565792054683629,harmful,0.007893570930869018,3.4520769677394245,1.875672802995147,0.018969415093880483,0.007887061864992368,3.4629554243556324,5.811924513846727,0.009944755870179827,5.751657851103675
negative_wfg2_m3__run9008__g0105__c1,negative_wfg2_m3,negative,WFG2 (M=3),2,4.867152924116466,False,True,0.2676150682123013,0.5769066824936161,0.2921017992977589,0.2848048831958572,harmful,0.007873010624954414,3.6890881793165313,1.752326045691028,0.007863340140335195,1.755407112315461,0.007850436260384674,2.894873546810866,5.558451005533706,5.509742986688973
negative_wfg2_m3__run9008__g0105__c1,negative_wfg2_m3,negative,WFG2 (M=3),3,7.060667529322973,False,False,,0.5734164503173743,0.006151258522829918,0.5672651917945444,harmful,1.752326045691028,0.007863340140335195,0.007734002636962799,4.007734002636963,0.00798763421001945,3.5055037898217423,5.558451005533706,0.007734002636962799,5.490350733237044
negative_wfg2_m3__run9008__g0105__c1,negative_wfg2_m3,negative,WFG2 (M=3),4,6.0605104246180606,False,True,0.21182693313288878,0.46717465199420566,0.006151258522829918,0.4610233934713757,harmful,1.8149702305287514,0.007849886567173387,0.007734002636962799,4.007734002636963,0.007797109524868657,3.57702546328296,4.1868021860376885,0.007734002636962799,4.713781725222499
negative_wfg2_m3__run9008__g0105__c1,negative_wfg2_m3,negative,WFG2 (M=3),5,7.192773991412023,False,False,,0.006163083933508002,0.006151258522829918,1.1825410678084451e-05,harmful,1.0697691140068046,0.007754656332039725,0.007734002636962799,4.007734002636963,0.007756928417875975,4.007756928417876,5.890611219006936,0.007734002636962799,0.007756928417875975
negative_wfg2_m3__run9008__g0105__c1,negative_wfg2_m3,negative,WFG2 (M=3),6,5.9356418841942,False,False,,0.4451516481904872,0.053046756822646986,0.3921048913678402,harmful,1.875672802995147,0.018969415093880483,1.0697691140068046,0.007754656332039725,1.0843357023165625,0.008807500912550737,0.009944755870179827,5.890611219006936,5.973075844303497
negative_wfg2_m3__run9008__g0105__c1,negative_wfg2_m3,negative,WFG2 (M=3),7,5.37571774066105,False,False,,0.5837435067325804,0.16002122282463083,0.4237222839079495,harmful,0.00786029030194607,3.742750681523387,1.752326045691028,0.007863340140335195,1.7523342863951128,0.007871580844420046,2.1079732121390893,5.558451005533706,5.558459246237791
negative_wfg2_m3__run9008__g0105__c1,negative_wfg2_m3,negative,WFG2 (M=3),8,4.926001222962772,False,True,0.19352903503256705,0.6180269983451361,0.2783912295848825,0.3396357687602536,harmful,1.8624196282997953,0.007851368321682057,0.007893570930869018,3.4520769677394245,0.007820237279564893,3.452003634088121,2.818008821732822,5.811924513846727,5.811851180195423
negative_wfg2_m3__run9008__g0105__c1,negative_wfg2_m3,negative,WFG2 (M=3),9,4.062299582068003,True,False,,0.5837552098314291,0.09172740568456224,0.4920278041468669,harmful,0.007955554340917123,2.530884441203649,1.752326045691028,0.007863340140335195,1.7523674086185965,0.0079047030679038,2.8950295204949392,5.558451005533706,5.558492368461274
negative_wfg2_m3__run9008__g0105__c1,negative_wfg2_m3,negative,WFG2 (M=3),10,4.7104974616985285,True,False,,0.10578398694164666,0.005038078199628207,0.10074590874201846,harmful,1.9018677320497108,0.007926792027343529,0.007884256316166953,0.007884256316166953,0.014028316665461438,3.6057912148385767,1.6949255353790789,6.007884256316167,1.6985506125276215
negative_wfg2_m3__run9008__g0105__c1,negative_wfg2_m3,negative,WFG2 (M=3),11,5.302667898889674,True,False,,0.6204883337132264,0.18171868340794203,0.43876965030528436,harmful,1.882164333796927,0.007893989132035486,0.007893570930869018,3.4520769677394245,0.008526810410225547,3.4555502532538704,2.2421906913815772,5.811924513846727,5.825577417023219
negative_wfg2_m3__run9008__g0105__c1,negative_wfg2_m3,negative,WFG2 (M=3),12,6.6428616730829795,True,False,,0.006062176228013964,0.005038078199628207,0.0010240980283857575,harmful,0.007884256316166953,0.007884256316166953,0.09293905626915525,2.8589252298916117,0.0868535531047622,2.902041877297816,6.007884256316167,0.008555772584529593,0.008775773386364857
positive_wfg3_m3__run9010__g0147__c1,positive_wfg3_m3,positive,WFG3 (M=3),1,4.4119315611206895,False,True,0.3478968846869639,0.04046372553698763,0.04963366108879096,-0.009169935551803336,beneficial,0.35933077164326566,0.7355623548297188,0.999835255502616,2.1609303057138605,0.34905315243399626,0.7114476432695278,4.180730919552272,0.05481037853827243,4.180978879352332
positive_wfg3_m3__run9010__g0147__c1,positive_wfg3_m3,positive,WFG3 (M=3),2,6.364247502607222,False,True,0.288342438158107,0.04355061783141929,0.043562323300945116,-1.1705469525828682e-05,beneficial,0.05262618811399193,0.05262618811399193,1.1361424063850314,1.939866282265024,0.05261198084676981,0.05261198084676981,6.052626188113992,0.07199380464360398,6.05261198084677
positive_wfg3_m3__run9010__g0147__c1,positive_wfg3_m3,positive,WFG3 (M=3),3,4.644647430264611,False,True,0.4032093628662039,0.12137147409065385,0.08098220386413046,0.04038927022652339,harmful,0.3983630036377616,0.621718191788316,0.999835255502616,2.1609303057138605,1.1191068871654224,1.9590215547988437,4.39552540604758,0.05481037853827243,0.06702188267513778
positive_wfg3_m3__run9010__g0147__c1,positive_wfg3_m3,positive,WFG3 (M=3),4,3.807278393800578,False,True,0.38140678644635756,0.08055785472654176,0.08098220386413046,-0.00042434913758870874,beneficial,0.5153925556704912,0.8419425632314274,0.999835255502616,2.1609303057138605,0.9998352065436842,2.1600867951530947,3.593306580833983,0.05481037853827243,0.05452917571206275
positive_wfg3_m3__run9010__g0147__c1,positive_wfg3_m3,positive,WFG3 (M=3),5,4.15719243558341,False,False,,0.04080558431789382,0.04105616370525076,-0.00025057938735693897,beneficial,0.38857424007111724,0.7978692160651303,0.999835255502616,2.1609303057138605,0.373611668348856,0.7660512086519482,3.9343301147132532,0.05481037853827243,4.025918722671358
positive_wfg3_m3__run9010__g0147__c1,positive_wfg3_m3,positive,WFG3 (M=3),6,4.8965986059253055,False,False,,0.13849623344944195,0.07798296995599764,0.06051326349344431,harmful,0.32716010599804435,0.5057588418307678,1.1361424063850314,1.939866282265024,1.1347387736092625,1.9404818855836252,4.683453594612647,0.07199380464360398,0.07126325056595846
positive_wfg3_m3__run9010__g0147__c1,positive_wfg3_m3,positive,WFG3 (M=3),7,6.202733935084636,False,True,0.31105324130416606,0.04443100390419648,0.04520568552142427,-0.000774681617227789,beneficial,0.999835255502616,2.1609303057138605,0.08935995499182472,0.12944707515277054,0.09272981554751014,0.13770359375439917,0.05481037853827243,5.84428521487355,5.81726143305566
positive_wfg3_m3__run9010__g0147__c1,positive_wfg3_m3,positive,WFG3 (M=3),8,3.5514535451759217,False,False,,0.04353526677464636,0.044189987688259026,-0.0006547209136126692,beneficial,0.47806466347331766,0.9998284907487432,0.999835255502616,2.1609303057138605,0.478211309907496,0.999598172861338,3.3702922904359576,0.05481037853827243,3.3655716711107413
